environment_score_end,social_score_end,governance_score_end,total_score_end,Annual_Return,Cluster_environment_score_end,Cluster_social_score_end,Cluster_governance_score_end,Cluster_total_score_end,Cluster_Annual_Return
24.84,12.6,8.26,45.71,-0.408562629122662,1,1,1,1,2
19.63,11.04,8.24,38.91,0.7500000939395519,1,1,1,1,0
550.0,252.0,240.0,1042.0,0.3918261054329944,0,2,2,0,0
4.96,5.26,4.9,15.5,0.6711521250773393,1,1,1,1,0
5.42,5.24,5.49,16.16,0.2230994939677202,1,1,1,1,0
4.52,5.48,5.49,15.5,0.1774925456376571,1,1,1,1,0
515.0,323.0,315.0,1153.0,-0.130593136171954,0,0,0,0,2
4.47,5.43,6.16,16.0,0.2369306088938078,1,1,1,1,0
4.56,5.21,5.76,15.52,-0.271028049658615,1,1,1,1,2
4.41,4.02,4.91,13.34,0.5240821551381726,1,1,1,1,0
2.91,3.0,5.14,11.05,-0.003855458017487,1,1,1,1,2
576.0,409.0,310.0,1295.0,0.0211733365955426,0,0,0,0,2
377.0,304.0,210.0,891.0,-0.0209130453582378,2,0,2,2,2
4.66,7.04,6.03,17.84,0.3987005244138369,1,1,1,1,0
5.02,6.59,5.63,17.24,0.261444792990181,1,1,1,1,0
5.0,6.45,5.68,17.12,0.4365752530352404,1,1,1,1,0
5.2,6.72,5.69,17.6,-0.193090696380369,1,1,1,1,2
653.0,380.0,310.0,1343.0,0.1025299180285473,0,0,0,0,2
235.0,241.0,235.0,711.0,-0.479244444627444,2,2,2,2,2
555.0,310.0,300.0,1165.0,0.0323662536700956,0,0,0,0,2
290.0,333.0,305.0,928.0,-0.0701170695560495,2,0,0,2,2
694.0,403.0,316.0,1413.0,0.2038539301069137,0,0,0,0,0
4.07,9.2,5.14,18.68,0.1684888507654018,1,1,1,1,2
4.01,9.9,5.03,18.94,0.2097430334227049,1,1,1,1,0
4.05,9.23,4.84,18.13,0.4080946777674791,1,1,1,1,0
3.83,7.31,4.96,16.1,-0.280366165509251,1,1,1,1,2
225.0,242.0,305.0,772.0,0.0565361270130473,2,2,0,2,2
3.81,4.28,5.86,13.94,-0.0636563742213348,1,1,1,1,2
292.0,246.0,215.0,753.0,-0.272214423644449,2,2,2,2,2
513.0,271.0,300.0,1084.0,0.2868562937823259,0,2,0,0,0
10.69,8.66,7.05,26.4,-0.123062482257654,1,1,1,1,2
510.0,302.0,300.0,1112.0,-0.349158884208893,0,0,0,0,2
20.58,11.87,6.85,39.97,0.3106892692873207,1,1,1,1,0
20.69,12.42,6.75,39.87,0.949063649007856,1,1,1,1,0
18.17,11.86,5.53,35.56,0.5319383220583427,1,1,1,1,0
17.21,10.28,5.37,32.87,0.1858726897193435,1,1,1,1,0
5.87,9.29,6.11,21.26,0.7033197627349373,1,1,1,1,0
5.18,10.01,6.0,21.19,-0.0067587530311027,1,1,1,1,2
5.29,9.32,5.84,20.45,-0.20808308252456,1,1,1,1,2
510.0,304.0,300.0,1114.0,0.1391492629319259,0,0,0,0,2
1.21,11.87,5.34,18.42,0.3903977654196988,1,1,1,1,0
1.26,12.49,5.47,19.23,-0.184726671974888,1,1,1,1,2
0.34,11.57,6.61,18.51,-0.228403814891249,1,1,1,1,2
1.27,11.14,5.73,18.13,-0.0631001520087991,1,1,1,1,2
395.0,302.0,310.0,1007.0,-0.0403427923818836,2,0,0,0,2
2.23,13.03,11.34,26.6,0.3267155662450495,1,1,1,1,0
2.22,12.98,11.02,26.22,-0.10920843246513,1,1,1,1,2
2.02,12.22,10.22,24.46,0.5688039941638983,1,1,1,1,0
1.39,8.2,9.15,18.73,-0.11320761916159,1,1,1,1,2
410.0,302.0,300.0,1012.0,0.1484705338299939,0,0,0,0,2
16.53,12.54,6.91,36.22,0.5822444443974159,1,1,1,1,0
18.34,12.95,6.97,38.26,0.1450632376224461,1,1,1,1,2
17.86,13.54,7.31,38.71,-0.0502981569516323,1,1,1,1,2
17.03,10.57,7.39,34.99,0.2372467104445981,1,1,1,1,0
295.0,330.0,315.0,940.0,0.0550161003261223,2,0,0,2,2
370.0,331.0,288.0,989.0,-0.222227570657172,2,0,0,0,2
4.1,5.8,7.12,16.98,0.0997863508864443,1,1,1,1,2
3.72,4.9,6.94,15.56,-0.342804200596516,1,1,1,1,2
2.24,4.44,6.08,12.75,0.6009395758235829,1,1,1,1,0
525.0,302.0,300.0,1127.0,-0.0981195303459227,0,0,0,0,2
1.33,13.57,6.17,21.07,1.4028881212623354,1,1,1,1,0
1.23,12.19,5.75,19.17,-0.0838395718572156,1,1,1,1,2
10.5,14.79,7.15,32.39,0.1466526447398539,1,1,1,1,2
10.01,14.6,6.96,31.56,0.09908967262765,1,1,1,1,2
15.52,14.16,5.63,35.32,0.0745070551482718,1,1,1,1,2
540.0,326.0,305.0,1171.0,-0.231033604425895,0,0,0,0,2
510.0,310.0,300.0,1120.0,0.1662201219768612,0,0,0,0,2
533.0,300.0,300.0,1133.0,-0.0461037527133953,0,0,0,0,2
500.0,303.0,300.0,1103.0,-0.14459661593529,0,0,0,0,2
585.0,326.0,365.0,1276.0,0.0553571635363073,0,0,0,0,2
215.0,238.0,215.0,668.0,0.0885152597576461,2,2,2,2,2
7.91,5.2,6.89,20.0,0.0327323253855363,1,1,1,1,2
7.3,5.24,6.87,19.42,-0.0991979344333145,1,1,1,1,2
510.0,303.0,255.0,1068.0,-0.329714351360321,0,0,2,0,2
535.0,311.0,250.0,1096.0,-0.29038365262069,0,0,2,0,2
295.0,362.0,355.0,1012.0,-0.126331387288597,2,0,0,0,2
4.25,5.85,3.41,13.37,0.1171522499533784,1,1,1,1,2
3.71,5.14,3.9,12.75,0.387020126716791,1,1,1,1,0
3.61,5.22,3.78,12.6,-0.0697640838921187,1,1,1,1,2
0.18,14.04,7.57,21.85,0.7977350277926396,1,1,1,1,0
0.18,13.52,7.87,21.58,0.1710791070551511,1,1,1,1,2
0.38,10.96,7.31,18.64,-0.371489717663452,1,1,1,1,2
1.31,10.92,6.95,19.18,0.0310911467880254,1,1,1,1,2
4.93,9.16,5.98,20.0,0.5684886874908661,1,1,1,1,0
5.52,9.66,5.68,20.86,0.225773410114954,1,1,1,1,0
5.87,8.84,4.79,19.5,0.1367392697907129,1,1,1,1,2
205.0,242.0,200.0,647.0,-0.185019797435054,2,2,2,2,2
525.0,305.0,305.0,1135.0,-0.173161916070856,0,0,0,0,2
1.41,5.85,6.75,13.88,0.21381179401637,1,1,1,1,0
1.39,5.25,6.38,13.02,0.201883727263841,1,1,1,1,0
3.21,5.57,6.05,14.83,0.2626449350739354,1,1,1,1,0
3.41,5.48,5.72,14.6,-0.0503951935183927,1,1,1,1,2
255.0,301.0,300.0,856.0,-0.166307961230554,2,0,0,2,2
2.53,12.71,9.53,24.55,0.2801358459710751,1,1,1,1,0
2.48,11.43,8.8,22.72,-0.164682525791305,1,1,1,1,2
2.05,11.31,7.85,21.22,0.2094117706897175,1,1,1,1,0
1.96,10.54,7.79,20.28,-0.13806453827889,1,1,1,1,2
520.0,348.0,305.0,1173.0,0.0165965789589449,0,0,0,0,2
230.0,317.0,205.0,752.0,-0.268982443143915,2,0,2,2,2
535.0,300.0,305.0,1140.0,0.5523680494178259,0,0,0,0,0
1.45,8.58,10.93,20.73,0.3947670618180573,1,1,1,1,0
1.48,8.58,10.51,20.56,-0.196522305153508,1,1,1,1,2
1.65,7.42,9.6,18.67,0.3910940848212486,1,1,1,1,0
1.5,6.22,8.58,16.31,0.0815294898654552,1,1,1,1,2
545.0,315.0,315.0,1175.0,0.1920874038891936,0,0,0,0,0
8.63,8.48,4.05,21.16,0.5689630758471189,1,1,1,1,0
8.22,8.24,3.87,20.33,0.0009896590988925,1,1,1,1,2
8.04,8.13,3.61,19.78,0.405695266984118,1,1,1,1,0
293.0,200.0,205.0,698.0,-0.002372524042503,2,2,2,2,2
4.63,19.88,10.84,35.38,0.3501422693730786,1,1,1,1,0
4.58,17.32,11.61,33.5,0.3978887517094758,1,1,1,1,0
4.45,14.28,11.78,30.51,0.0456159011500563,1,1,1,1,2
515.0,324.0,315.0,1154.0,-0.0023526375656779,0,0,0,0,2
545.0,344.0,308.0,1197.0,-0.0609544796100325,0,0,0,0,2
230.0,359.0,230.0,819.0,-0.0320956713569935,2,0,2,2,2
245.0,211.0,200.0,656.0,-0.0063643030919171,2,2,2,2,2
10.56,12.32,5.12,27.96,0.067692322138497,1,1,1,1,2
10.02,11.23,4.98,26.24,0.0325653797204126,1,1,1,1,2
10.73,10.32,5.04,26.1,0.0454059286557648,1,1,1,1,2
570.0,322.0,300.0,1192.0,0.0955505393412455,0,0,0,0,2
3.52,4.97,6.0,14.36,0.1024883610018908,1,1,1,1,2
3.65,5.68,5.68,15.01,-0.0049114722289595,1,1,1,1,2
3.19,5.66,5.64,14.5,0.1366368541257731,1,1,1,1,2
2.14,5.59,5.76,13.48,0.1805142955275914,1,1,1,1,0
4.02,4.74,5.52,14.28,0.1283454157213538,1,1,1,1,2
3.97,5.15,5.42,14.55,-0.215549575673724,1,1,1,1,2
3.74,5.73,4.91,14.37,0.1813858066701334,1,1,1,1,0
510.0,318.0,318.0,1146.0,0.1194968656339949,0,0,0,0,2
9.14,10.87,5.92,25.95,0.3842531108033487,1,1,1,1,0
8.67,11.18,5.95,25.8,0.0346397218740192,1,1,1,1,2
9.72,10.32,5.29,25.34,0.2644272149951659,1,1,1,1,0
525.0,361.0,300.0,1186.0,0.171609238940229,0,0,0,0,2
462.0,300.0,300.0,1062.0,-0.0017772927208392,0,0,0,0,2
525.0,315.0,320.0,1160.0,0.1087499856948843,0,0,0,0,2
0.42,9.77,7.35,17.62,0.1966788192221687,1,1,1,1,0
0.41,9.96,7.25,17.6,-0.067555527548806,1,1,1,1,2
0.42,9.4,7.43,17.24,0.1109126751617875,1,1,1,1,2
0.47,6.67,7.64,14.77,-0.0560155840632107,1,1,1,1,2
5.43,18.37,11.57,35.44,0.1804049025650904,1,1,1,1,0
5.43,11.82,12.3,29.56,0.9113294744402344,1,1,1,1,0
4.7,9.11,11.45,25.27,0.3090656500450418,1,1,1,1,0
3.6,7.12,9.96,20.69,-0.242320685832398,1,1,1,1,2
10.08,15.9,8.04,33.97,-0.0484588151847792,1,1,1,1,2
10.67,15.4,7.66,33.74,0.1525776476179486,1,1,1,1,2
8.1,13.0,5.95,27.05,-0.193635783460537,1,1,1,1,2
1.3,4.95,6.87,13.12,0.1244492135729753,1,1,1,1,2
1.22,3.6,6.42,11.24,0.0258871917762856,1,1,1,1,2
1.19,3.73,6.29,11.21,-0.117079050227525,1,1,1,1,2
0.11,18.26,7.64,26.01,-0.156127860507516,1,1,1,1,2
1.0,16.45,6.99,24.45,0.1166666840377851,1,1,1,1,2
4.91,5.01,6.93,16.84,0.3022193138890005,1,1,1,1,0
4.33,5.14,6.57,16.05,-0.172974795705679,1,1,1,1,2
3.84,6.03,6.48,16.36,0.03227100882037,1,1,1,1,2
1.08,10.9,5.69,17.58,0.3677806406046006,1,1,1,1,0
1.12,10.83,5.67,17.62,0.4549181309934507,1,1,1,1,0
1.11,9.98,5.62,16.7,0.6938431222535465,1,1,1,1,0
0.05,9.99,6.06,16.15,0.1351351326019676,1,1,1,1,2
0.05,10.0,5.96,16.02,0.0107434462862931,1,1,1,1,2
0.05,9.69,5.98,15.73,0.5956541056066584,1,1,1,1,0
1.77,15.29,8.33,25.48,0.3504937467107743,1,1,1,1,0
1.67,14.74,7.86,24.26,0.1542227861902778,1,1,1,1,2
1.47,12.23,7.09,20.79,0.5811477851838899,1,1,1,1,0
5.23,16.27,11.12,32.62,0.3733423548970985,1,1,1,1,0
4.97,14.08,10.77,29.82,0.3052164682732162,1,1,1,1,0
4.57,11.17,10.03,25.76,-0.220130999673849,1,1,1,1,2
500.0,316.0,315.0,1131.0,-0.108899030905193,0,0,0,0,2
4.64,9.31,6.29,20.23,0.1317236291440758,1,1,1,1,2
4.27,8.87,6.44,19.56,0.1787744605602152,1,1,1,1,0
4.36,9.14,6.43,19.93,-0.206348557014036,1,1,1,1,2
1.47,14.46,10.93,26.29,-0.545602613958126,1,1,1,1,2
1.49,14.47,10.68,26.13,0.0950060571677233,1,1,1,1,2
1.8,12.93,10.41,25.14,0.3124286919155817,1,1,1,1,0
6.32,8.44,6.25,21.02,0.1590330121114591,1,1,1,1,2
4.14,5.63,5.37,15.14,0.5004037312405522,1,1,1,1,0
3.0,6.01,5.32,14.32,-0.160926856064219,1,1,1,1,2
6.0,5.12,7.37,18.3,0.3894198001541244,1,1,1,1,0
6.25,4.73,6.76,17.74,0.1388413670584504,1,1,1,1,2
8.03,2.53,6.02,16.57,0.7444753592330089,1,1,1,1,0
5.13,3.43,5.31,13.87,-0.242054711160503,1,1,1,1,2
0.18,11.52,7.2,18.89,0.1059602931871027,1,1,1,1,2
0.93,9.54,5.23,15.7,0.2000358933611031,1,1,1,1,0
1.3,22.35,11.73,35.54,0.1384530520435087,1,1,1,1,2
1.29,21.19,11.44,33.92,0.0789059446829915,1,1,1,1,2
0.74,19.89,9.29,29.92,0.0879547274733163,1,1,1,1,2
0.74,16.53,8.54,25.82,0.056929597558306,1,1,1,1,2
0.39,8.35,7.75,16.2,-0.0730146991471553,1,1,1,1,2
0.38,9.27,6.52,16.17,0.5871110704210044,1,1,1,1,0
1.66,8.35,6.77,16.79,-0.0145862674756471,1,1,1,1,2
1.16,12.27,9.65,22.95,0.4528400034413738,1,1,1,1,0
1.16,11.98,9.05,22.18,-0.0909935918322265,1,1,1,1,2
1.07,16.13,10.74,27.94,0.2419608321844313,1,1,1,1,0
1.11,16.32,11.65,29.08,-0.211059663048595,1,1,1,1,2
16.46,19.06,6.35,40.59,-0.114854826558284,1,1,1,1,2
11.94,14.12,6.27,32.32,0.0733973014768525,1,1,1,1,2
12.89,14.33,6.77,33.99,0.0378722569387758,1,1,1,1,2
13.95,14.4,6.71,35.06,0.179637453710218,1,1,1,1,0
6.31,7.51,6.46,20.44,0.3305052307290382,1,1,1,1,0
6.13,7.2,6.33,19.83,-0.153838917774443,1,1,1,1,2
6.47,6.9,6.16,19.54,0.4321827935080222,1,1,1,1,0
6.84,6.73,5.96,19.52,0.6412653184711845,1,1,1,1,0
7.59,7.46,6.79,21.85,0.2194148876808427,1,1,1,1,0
7.87,7.28,6.92,22.06,-0.0187044554555527,1,1,1,1,2
8.11,7.22,6.83,22.16,0.0637885498778982,1,1,1,1,2
10.83,10.18,4.44,25.31,0.3927631803909504,1,1,1,1,0
9.23,9.5,4.24,22.97,-0.35670587876264,1,1,1,1,2
8.55,6.06,3.82,18.43,0.1534545204856145,1,1,1,1,2
0.14,9.09,4.2,13.45,0.4163165752474591,1,1,1,1,0
0.11,8.7,4.17,12.98,0.3810179375716516,1,1,1,1,0
0.08,7.92,3.98,11.97,-0.293977349482145,1,1,1,1,2
200.0,201.0,200.0,601.0,0.1054062730433467,2,2,2,2,2
505.0,303.0,313.0,1121.0,0.1213425686215487,0,0,0,0,2
1.22,12.94,7.09,21.09,-0.185036338985225,1,1,1,1,2
1.19,13.15,6.94,20.97,0.8835866286386062,1,1,1,1,0
1.21,12.51,6.71,20.42,0.0678585954846141,1,1,1,1,2
500.0,300.0,300.0,1100.0,0.2214133322920343,0,0,0,0,0
363.0,344.0,220.0,927.0,-0.33727556051419,2,0,2,2,2
0.74,9.63,7.56,17.93,0.19763470823133,1,1,1,1,0
0.67,7.67,6.96,15.3,0.5454724077920671,1,1,1,1,0
0.51,10.26,7.31,18.08,-0.140721803576162,1,1,1,1,2
210.0,240.0,275.0,725.0,-0.0805381425224242,2,2,0,2,2
4.57,5.4,4.0,13.98,-0.0189308609449316,1,1,1,1,2
4.58,5.41,3.81,13.8,0.6938487896570052,1,1,1,1,0
4.08,4.97,3.81,12.87,-0.22004644359233,1,1,1,1,2
510.0,360.0,310.0,1180.0,0.1000327295766271,0,0,0,0,2
7.35,16.61,7.53,31.29,0.5071219498366405,1,1,1,1,0
7.22,16.05,7.25,30.52,-0.0964210552808935,1,1,1,1,2
5.27,15.81,7.63,28.7,0.0012113151796525,1,1,1,1,2
5.27,15.93,7.34,28.53,0.3185406939195606,1,1,1,1,0
700.0,300.0,300.0,1300.0,-0.0592668285853861,0,0,0,0,2
519.0,307.0,300.0,1126.0,0.0329151131321628,0,0,0,0,2
218.0,200.0,200.0,618.0,-0.223456831404284,2,2,2,2,2
4.18,5.65,6.49,16.31,1.1909184713543293,1,1,1,1,0
4.52,5.81,6.44,16.76,0.5966934578496216,1,1,1,1,0
4.94,5.05,5.56,15.56,0.5040260035426307,1,1,1,1,0
4.7,4.15,5.22,14.07,-0.367437215795454,1,1,1,1,2
535.0,327.0,305.0,1167.0,-0.0904043949790872,0,0,0,0,2
10.04,15.43,5.98,31.44,-0.0783132406518386,1,1,1,1,2
11.29,14.89,6.21,32.39,0.0831596086369631,1,1,1,1,2
1.64,9.84,8.49,20.0,0.3545222535228132,1,1,1,1,0
1.59,9.19,8.18,18.96,-0.147109318593942,1,1,1,1,2
1.81,8.1,8.66,18.56,-0.370568564049055,1,1,1,1,2
1.39,7.83,8.54,17.77,-0.027880098909219,1,1,1,1,2
345.0,256.0,300.0,901.0,0.0835830192369382,2,2,0,2,2
16.23,2.75,7.35,25.97,0.1562844745507736,1,1,1,1,2
15.94,2.8,7.1,25.84,-0.0379932321952766,1,1,1,1,2
16.35,2.88,7.1,26.33,-0.0029188826277449,1,1,1,1,2
16.64,2.13,6.02,24.79,0.1573965074034193,1,1,1,1,2
492.0,310.0,250.0,1052.0,-0.0769549636048971,0,0,2,0,2
210.0,230.0,215.0,655.0,-0.0054754194777953,2,2,2,2,2
5.58,7.03,6.29,18.91,0.3890234929574927,1,1,1,1,0
5.75,7.02,5.96,18.73,-0.0427654204842434,1,1,1,1,2
6.03,7.12,5.61,18.76,0.8110347937480054,1,1,1,1,0
315.0,261.0,210.0,786.0,-0.104781388892362,2,2,2,2,2
215.0,200.0,215.0,630.0,0.0935359938058943,2,2,2,2,2
522.0,323.0,305.0,1150.0,-0.296438724547762,0,0,0,0,2
505.0,326.0,305.0,1136.0,-0.0704293161724972,0,0,0,0,2
17.12,9.74,8.52,35.3,0.4902519741479993,1,1,1,1,0
16.04,9.44,8.64,34.12,0.3025559011636852,1,1,1,1,0
15.07,9.32,8.64,33.03,0.2531126228239195,1,1,1,1,0
500.0,300.0,300.0,1100.0,-0.254798860577081,0,0,0,0,2
500.0,303.0,310.0,1113.0,0.3058495950848421,0,0,0,0,0
515.0,308.0,235.0,1058.0,-0.161688869956818,0,0,2,0,2
8.99,10.2,5.8,25.07,0.387405561021366,1,1,1,1,0
9.67,10.8,5.72,26.18,0.0619324330250788,1,1,1,1,2
7.52,10.62,5.16,23.29,0.133697993771914,1,1,1,1,2
520.0,307.0,300.0,1127.0,-0.0308745061490023,0,0,0,0,2
2.48,13.41,9.96,25.88,0.2671729978228988,1,1,1,1,0
2.51,13.97,9.17,25.65,0.0234142960563728,1,1,1,1,2
2.52,13.9,7.73,24.16,-0.117320822167532,1,1,1,1,2
2.37,12.88,7.64,22.9,0.0570098631783409,1,1,1,1,2
517.0,305.0,305.0,1127.0,0.1223387500944743,0,0,0,0,2
2.46,11.05,12.01,26.29,0.3949685503406861,1,1,1,1,0
2.24,11.11,11.98,25.33,-0.0599642064866458,1,1,1,1,2
2.59,12.31,12.01,26.91,0.4162196374809826,1,1,1,1,0
2.34,13.01,10.83,26.16,-0.0763766068268523,1,1,1,1,2
5.55,4.29,4.56,14.41,-0.577822713409614,1,1,1,1,2
5.56,4.54,4.76,14.9,0.1865321209849082,1,1,1,1,0
5.64,4.49,4.71,14.85,0.0322225836554339,1,1,1,1,2
5.44,4.45,4.43,14.33,0.2941677001243252,1,1,1,1,0
570.0,298.0,303.0,1171.0,-0.325279547497651,0,0,0,0,2
10.91,13.72,5.62,30.32,0.0869240757272712,1,1,1,1,2
10.64,15.16,6.16,31.89,0.2318914010111249,1,1,1,1,0
9.03,14.1,5.27,28.4,0.0086657114390578,1,1,1,1,2
500.0,300.0,300.0,1100.0,0.0569198887362723,0,0,0,0,2
230.0,213.0,210.0,653.0,-0.354277616649061,2,2,2,2,2
19.02,5.03,9.14,33.78,0.6493070457986003,1,1,1,1,0
19.19,4.66,8.65,32.51,0.0079866533801315,1,1,1,1,2
17.75,4.9,8.77,31.43,0.5511267218791234,1,1,1,1,0
18.55,4.86,8.82,32.24,-0.174522010979561,1,1,1,1,2
0.07,7.53,10.77,18.41,0.4149099147152999,1,1,1,1,0
0.09,8.06,10.8,18.93,0.0484810810973479,1,1,1,1,2
0.11,8.36,10.88,19.34,0.4929142563653517,1,1,1,1,0
500.0,300.0,300.0,1100.0,-0.0132527253445363,0,0,0,0,2
12.95,13.84,8.23,35.02,0.0150285993303542,1,1,1,1,2
12.62,13.57,7.84,34.03,-0.173508306250523,1,1,1,1,2
515.0,344.0,300.0,1159.0,-0.135364329560143,0,0,0,0,2
500.0,327.0,341.0,1168.0,0.1606502170560386,0,0,0,0,2
515.0,379.0,315.0,1209.0,0.9253165329558936,0,0,0,0,0
21.29,9.48,6.08,37.36,-0.107396796600642,1,1,1,1,2
22.55,9.48,6.11,38.11,0.0357572957972884,1,1,1,1,2
19.36,8.46,5.54,33.36,-0.320630750908231,1,1,1,1,2
15.68,7.07,5.3,28.04,0.5334292446780504,1,1,1,1,0
700.0,366.0,315.0,1381.0,0.353196673565167,0,0,0,0,0
330.0,287.0,235.0,852.0,-0.167571528966069,2,0,2,2,2
1.63,15.46,11.44,28.64,0.3502384552586632,1,1,1,1,0
1.6,15.2,11.06,28.0,0.2079956476041901,1,1,1,1,0
1.63,14.52,11.07,27.22,-0.101888404414016,1,1,1,1,2
0.88,11.28,10.52,22.67,-0.0205034618045065,1,1,1,1,2
500.0,305.0,315.0,1120.0,0.134891637295126,0,0,0,0,2
500.0,300.0,300.0,1100.0,-0.330325312548315,0,0,0,0,2
530.0,313.0,305.0,1148.0,0.6205846825037012,0,0,0,0,0
555.0,303.0,320.0,1178.0,-0.14668276881345,0,0,0,0,2
0.13,13.18,6.93,23.01,0.7843664960910772,1,1,1,1,0
0.41,14.45,5.74,20.6,0.3592377077992729,1,1,1,1,0
1.61,5.41,5.39,12.41,-0.214265950256442,1,1,1,1,2
0.45,9.71,5.23,15.45,0.5841284993858914,1,1,1,1,0
0.46,9.57,5.14,15.17,0.4008061461072847,1,1,1,1,0
0.46,9.11,4.85,14.42,0.5113468259071816,1,1,1,1,0
0.82,8.17,5.1,14.08,-0.16555842707846,1,1,1,1,2
1.4,8.98,5.48,15.46,0.2664025270060722,1,1,1,1,0
1.4,8.55,5.48,15.21,0.4147497561976513,1,1,1,1,0
505.0,305.0,347.0,1157.0,-0.140471754759694,0,0,0,0,2
2.12,12.8,12.74,27.66,-0.252758848346574,1,1,1,1,2
2.04,13.31,11.94,27.29,0.1939671616352082,1,1,1,1,0
2.2,12.77,11.19,26.16,0.0243307002772104,1,1,1,1,2
245.0,389.0,311.0,945.0,-0.306971703125133,2,0,0,0,2
0.92,6.1,5.62,12.71,0.4229749176461108,1,1,1,1,0
0.92,5.21,5.76,11.9,0.4154527340819906,1,1,1,1,0
0.78,5.71,5.51,12.0,0.4694458536255411,1,1,1,1,0
505.0,300.0,240.0,1045.0,-0.220306712426938,0,0,2,0,2
530.0,330.0,300.0,1160.0,-0.253221227572863,0,0,0,0,2
12.47,11.12,3.9,27.67,0.3946991011870295,1,1,1,1,0
12.63,10.98,3.93,27.54,-0.567443444307563,1,1,1,1,2
12.54,10.97,4.47,27.99,-0.18185406473293,1,1,1,1,2
11.98,10.12,4.51,26.61,0.0314585253485543,1,1,1,1,2
2.38,7.95,7.84,18.15,0.3287841253310752,1,1,1,1,0
2.16,7.4,7.3,16.87,0.2375536346211524,1,1,1,1,0
1.59,6.3,6.41,14.3,0.5704030600188501,1,1,1,1,0
1.81,4.56,5.56,11.93,-0.15326975299387,1,1,1,1,2
9.55,13.34,5.65,28.53,0.2663458773375945,1,1,1,1,0
9.45,12.51,5.6,27.56,-0.158212464306933,1,1,1,1,2
668.0,306.0,313.0,1287.0,-0.113573119442412,0,0,0,0,2
10.41,9.06,5.65,25.13,0.2612481799908119,1,1,1,1,0
9.66,9.06,5.04,23.77,0.3752009285612747,1,1,1,1,0
8.91,10.88,4.94,24.73,0.0019385933590733,1,1,1,1,2
7.8,9.37,5.09,22.26,0.3858100242040276,1,1,1,1,0
361.0,322.0,223.0,906.0,0.1503623029410012,2,0,2,2,2
205.0,275.0,200.0,680.0,-0.203366515332652,2,2,2,2,2
505.0,315.0,305.0,1125.0,0.0277777512050627,0,0,0,0,2
500.0,310.0,300.0,1110.0,0.3236714303695223,0,0,0,0,0
505.0,302.0,300.0,1107.0,0.2073911292631349,0,0,0,0,0
550.0,374.0,350.0,1274.0,-0.217276586656582,0,0,0,0,2
19.68,11.27,7.84,38.88,0.0166240805945098,1,1,1,1,2
20.93,11.35,7.91,40.19,-0.0572433464518808,1,1,1,1,2
17.26,8.95,5.55,31.75,0.1417970409151296,1,1,1,1,2
17.26,8.95,5.46,31.66,-0.0932439259641612,1,1,1,1,2
358.0,339.0,330.0,1027.0,-0.118726976353122,2,0,0,0,2
2.77,9.51,6.76,18.63,0.0701392807200199,1,1,1,1,2
2.77,8.15,6.19,17.11,0.3839325436196594,1,1,1,1,0
2.61,7.2,6.05,15.87,-0.17988266345601,1,1,1,1,2
2.54,13.74,11.39,27.78,-0.202689820128498,1,1,1,1,2
2.54,13.0,11.11,27.05,0.2962420577173514,1,1,1,1,0
2.24,12.34,10.83,25.41,-0.125692288961613,1,1,1,1,2
250.0,226.0,225.0,701.0,-0.0811997916440164,2,2,2,2,2
12.3,15.22,9.23,36.75,1.106866018510773,1,1,1,1,0
10.07,14.21,9.39,33.66,0.4389416677037073,1,1,1,1,0
1.91,4.66,6.85,13.49,0.8011329160370634,1,1,1,1,0
2.12,4.26,6.64,13.02,1.1872251820189652,1,1,1,1,0
2.37,4.14,6.63,13.15,1.244386324594044,1,1,1,1,0
2.44,4.46,6.1,13.0,-0.28700316557826,1,1,1,1,2
265.0,206.0,205.0,676.0,-0.26142245395017,2,2,2,2,2
525.0,303.0,315.0,1143.0,0.0251600741859154,0,0,0,0,2
509.0,300.0,300.0,1109.0,-0.0540660915927959,0,0,0,0,2
9.26,7.02,7.84,24.15,0.7697120797573485,1,1,1,1,0
9.02,6.97,7.37,23.36,0.2363734838054056,1,1,1,1,0
7.86,6.61,5.07,19.54,0.420694793101273,1,1,1,1,0
8.51,7.13,5.39,21.02,-0.255659177484522,1,1,1,1,2
500.0,300.0,300.0,1100.0,0.0122681892128037,0,0,0,0,2
467.0,423.0,280.0,1170.0,-0.260598777285428,0,0,0,0,2
515.0,335.0,305.0,1155.0,0.141642194121049,0,0,0,0,2
581.0,326.0,355.0,1262.0,0.2092945074440307,0,0,0,0,0
543.0,333.0,305.0,1181.0,0.0685769024119204,0,0,0,0,2
0.44,9.8,6.69,17.39,0.1903124053393664,1,1,1,1,0
0.43,10.39,6.54,17.67,0.0677590268019293,1,1,1,1,2
0.42,10.62,6.86,17.82,-0.0508723604050937,1,1,1,1,2
0.43,10.96,6.75,18.13,0.2143796111414944,1,1,1,1,0
500.0,300.0,200.0,1000.0,-0.09023250564058,0,0,2,0,2
500.0,300.0,300.0,1100.0,0.01437989510168,0,0,0,0,2
19.72,10.85,6.61,37.17,0.6332394237249633,1,1,1,1,0
505.0,302.0,300.0,1107.0,1.0314961318890166,0,0,0,0,0
470.0,305.0,315.0,1090.0,-0.230810030410999,0,0,0,0,2
0.15,10.92,6.91,18.78,0.3274031699133272,1,1,1,1,0
0.11,9.2,6.84,16.16,0.0898245649728151,1,1,1,1,2
0.32,9.32,6.6,16.25,0.4644351608274918,1,1,1,1,0
