ticker,date,env,soc,gov,ret,mom
AMZN,2022-04-14,0.00792778759092616,0.030545887525187762,0.014199728721600541,-0.0945598678566099,0.009553127529194124
ANET,2022-04-14,0.6175190197360186,0.7069060267448251,0.6185147507629705,-0.1215212363929497,0.009162909006821597
ANSS,2019-12-31,0.0010292215468921681,0.019875435061366555,0.004365886741268226,0.8361509321586353,0.009162909006821597
ANSS,2020-12-31,0.0012934811332563734,0.018730536728338527,0.0038784333672431336,0.4155090228770776,0.00943750722626893
ANSS,2021-12-31,0.0015577407196205788,0.017585638395310497,0.0036453034927093927,0.1069959662222174,0.00943750722626893
ANSS,2022-04-14,0.0011822139389977607,0.013830371862978566,0.003751271617497456,-0.2923173883104113,0.008772690484449069
AON,2022-04-14,0.6745434567935576,0.6931672467484887,0.6036792132926415,0.0935439328901999,0.009162909006821597
AOS,2018-12-31,0.018901514624681846,0.0064801245649386335,0.008668192607663616,-0.3051261150074412,0.009162909006821597
AOS,2020-12-31,0.01418656726797313,0.027179886426085365,0.009664292980671414,0.1442287595370415,0.004263498670366518
AOS,2022-04-14,0.00988887188973421,0.023058252427184466,0.006845540861308918,-0.2568732101940947,0.004697074806335991
APA,2021-12-31,0.030556753223271532,0.01740245466202601,0.01017293997965412,0.8354948866781068,0.009162909006821597
APA,2022-04-14,0.7093144549993742,0.7206448067411614,0.6820956256358087,0.6129985387089295,0.7144756619262341
APD,2020-12-31,0.008720566350018777,0.0009159186664224214,0.00108087487283825,0.1614027682070266,0.009162909006821597
APD,2021-12-31,0.008400673166525265,0.0004121633998900896,0.0010384876229230244,0.1048331224138371,0.008830500635911665
APD,2022-04-14,0.008247680774419673,0.0,0.0009113258731773477,-0.1894128292287294,0.009003931090299457
APH,2022-04-14,0.7120961348558394,0.6908774500824327,1.0,-0.1984055261145135,0.009162909006821597
APTV,2019-12-31,0.0057163521050362315,0.014334127129510899,0.009515937605968125,0.573653746841894,0.009162909006821597
APTV,2020-12-31,0.005507726115801333,0.011677962996885874,0.007756866734486267,0.3580361681323126,0.008946120938836857
APTV,2021-12-31,0.005229558130154801,0.007854002564572264,0.004599016615801967,0.255709471542467,0.008873858249508612
APTV,2022-04-14,0.7719022517698438,0.7733101300604507,0.6503051881993896,-0.3538285912904406,0.8058301537750029
ARE,2022-04-14,0.8344900485403135,0.7687305367283386,0.7244828755510342,-0.1208998500787756,0.009162909006821597
ATO,2019-12-31,0.022100446459616962,0.032331928924711484,0.008223126483553746,0.2120489706434832,0.009162909006821597
ATO,2020-12-31,0.019930736171574013,0.030362703791903277,0.0073965751102068504,-0.1482506290130654,0.0069083130997803196
ATO,2021-12-31,0.018651163437599965,0.027042498626122,0.007608511359782978,0.0982179765966284,0.00783327552318187
ATO,2022-04-14,0.01966647658520981,0.02695090675947976,0.007248219735503561,0.1403809320358953,0.010217944271013989
ATVI,2022-04-14,0.3894212715058624,0.7916285033888991,0.6926924381146151,0.1879891240940953,0.009162909006821597
AVB,2018-12-31,0.004951390144508268,0.005312328265250046,0.00593421498813157,-0.0254213191064935,0.009162909006821597
AVB,2019-12-31,0.004909664946661289,0.005518409965195091,0.005213631739572737,0.2151589966283396,0.00911955139322465
AVB,2020-12-31,0.004867939748814309,0.005197838431947242,0.004641403865717191,-0.2377174400935224,0.009119551393224649
AVB,2022-04-14,0.6954060557170475,0.6840080600842645,0.6248728382502543,-0.0363409125031207,0.726716961498439
AVGO,2020-12-31,0.012489742555529284,0.016280454295658546,0.011762461851475078,0.3711950271219582,0.009162909006821597
