environment_score,social_score,governance_score,esg_momentum,Annual_Return
959.8,918.6,887.6,18.2,-0.2329260890101754
656.2,801.2,886.0,37.4,-0.21372886296536395
651.4,808.2,888.0,4.2,0.05491566477594855
643.0,815.2,894.8,5.4,0.051541599269364524
977.0,716.6,691.8,6.0,-0.3746363943297382
975.2,702.2,692.0,-16.0,-0.6544502406756629
961.2,692.0,689.8,-26.4,-0.4097731083165559
724.6,794.8,933.4,91.8,-0.7267015636584034
820.0,829.6,935.6,132.4,-0.7661430937374804
809.4,804.2,936.8,-34.8,-0.6916811990648942
926.0,648.0,853.2,50.8,0.38382788389383415
932.8,655.6,863.4,24.6,0.7048284351335278
912.0,684.2,873.8,18.2,0.682955195264844
965.6,787.6,687.6,28.4,-0.46511538008844566
960.0,837.0,708.6,64.8,-0.4962963038243598
927.8,762.4,772.0,23.8,0.670738931887769
924.4,766.2,769.2,-2.4,0.243746425752491
929.0,760.4,781.2,10.8,0.021175098948040195
627.2,796.8,830.8,0.2,-0.18917969851073974
677.2,801.8,839.8,64.0,-0.517161123063891
625.0,798.8,837.4,-57.6,-0.2607329473558521
941.2,808.8,892.6,4.8,-0.07097147988904026
929.4,843.8,897.8,28.4,0.15986045349126685
933.0,789.0,908.4,37.4,0.18871439005909116
923.6,752.2,910.0,-44.6,0.23118095933800958
915.0,757.4,905.2,-8.2,0.5884817177995256
914.0,625.6,778.4,6.2,0.6853330452619639
905.2,643.2,793.0,23.4,0.7300644662791929
960.4,812.2,787.4,123.8,0.9033159058186563
