environment_score,social_score,governance_score,esg_momentum,Annual_Return
925.8,897.2,922.0,15.2,0.14531711382451656
927.8,895.6,924.4,2.8,0.6047701872547887
996.4,729.6,842.6,4.4,1.1602094797980096
992.4,780.8,853.8,58.4,1.4109366905567995
973.8,781.6,861.0,-10.6,0.6486329485553286
889.6,806.8,886.4,-15.8,0.14415357567967896
882.6,823.2,904.2,27.2,0.3821990379954283
972.2,895.0,872.4,19.8,3.0105875943256795
935.8,888.6,879.0,-36.2,3.58080296883594
931.8,890.4,885.6,4.4,4.936009660323786
950.4,771.4,824.0,41.2,-0.8255962733923052
959.0,773.8,843.0,30.0,-0.8538685181419312
960.8,789.2,844.2,18.4,-0.8161721844016888
970.4,828.4,789.8,7.8,-0.2908667490069061
967.0,851.6,808.0,38.0,-0.4381616912902055
970.0,875.6,828.4,47.4,-0.1912739429131533
835.6,835.2,922.6,16.6,0.296684128619972
839.2,837.4,927.8,11.0,0.250261813999983
908.4,653.6,767.8,36.8,-0.3941826464485988
911.0,714.4,764.4,60.0,-0.14927277085842877
799.6,775.4,900.4,35.4,-0.48446767955353603
785.4,793.6,899.2,2.8,-0.46119833608673555
927.0,886.4,886.4,-10.4,-0.2190808012588301
936.2,886.8,887.2,10.4,-0.22641070134441693
957.2,888.2,884.8,20.0,-0.09912736407607287
920.6,897.0,891.6,-5.2,-0.787899939652063
925.2,885.4,901.8,3.2,-0.8353693993935621
826.6,776.4,881.0,2.6,0.6749274206925961
805.6,793.6,894.2,9.4,0.7556718935985954
991.8,800.8,855.0,-1.6,0.506278472299585
991.6,812.0,851.4,7.4,0.37858628161359115
990.6,866.6,847.2,49.4,0.5827806646594651
891.4,763.6,754.0,116.4,2.083420574804337
906.0,817.8,771.0,85.8,4.721582390352836
928.0,857.6,800.8,91.6,6.341594324512656
786.6,692.0,846.8,5.8,1.0162886474657402
838.0,740.0,881.0,133.6,1.6840024501013087
975.6,928.0,871.6,37.6,3.278766990695047
976.2,925.4,874.2,0.6,3.4312973660902495
980.0,671.0,860.2,31.4,-0.1393833176860863
913.4,897.2,868.6,16.2,-0.29214656999472993
923.2,879.4,870.4,-6.2,-0.4221058762934604
977.6,783.4,886.6,1.0,2.0966842716100875
977.8,800.4,887.6,18.2,3.3246076252478565
999.0,800.0,880.8,1.8,-0.735776615638379
999.0,806.2,880.4,5.8,-0.7307737031862687
966.6,705.2,842.8,22.4,0.8197790488694137
970.6,755.4,858.2,69.6,1.0546830990899763
900.6,718.4,784.6,56.0,2.1025790106208953
908.6,776.6,799.4,81.0,3.1884818240240786
914.6,822.6,871.2,13.2,1.3633509262154777
912.8,817.2,871.4,-7.0,1.8328098236191968
970.2,710.6,786.4,4.4,-0.8040721262643397
964.0,741.4,791.8,30.0,-0.8027923052765157
917.2,887.4,892.6,117.4,0.5688190934834
940.0,879.8,893.6,16.2,1.3483420996212148
875.0,905.4,864.8,15.0,-0.5183245724361832
839.4,949.4,879.6,23.2,-0.4627108557448297
897.4,931.4,893.8,54.2,-0.07678881575574037
981.4,809.2,895.4,64.0,0.9953462022781375
974.2,576.2,771.2,29.2,0.6983130468860361
985.2,602.2,814.2,80.0,0.8208261262771342
985.2,669.4,829.2,82.2,0.9958115111951729
992.4,814.6,869.6,6.4,-0.7369400650106713
966.8,833.0,864.6,-12.2,-0.5885980004098185
976.8,760.4,819.0,17.8,0.6415357918171514
978.6,677.4,785.2,-115.0,0.4644561624966992
977.8,673.6,767.0,-22.8,0.881326383223333
761.2,717.6,874.6,190.8,-0.6322280194100693
742.2,713.4,864.6,-33.2,-0.6017451919176595
721.0,712.0,865.8,-21.4,-0.5795229706520658
877.4,856.0,873.4,12.4,0.23478767965215153
