environment_score,social_score,governance_score,esg_momentum,Annual_Return
0.9653644784534838,0.5911602209944751,0.7082018927444795,0.3808411214953272,0.021613708209637802
0.9653644784534838,0.5901557006529381,0.7531545741324925,0.38960280373831785,0.031241071716022813
0.9931534434152238,0.6780512305374184,0.550473186,0.8171728971962617,0.03441289
0.9742247281514298,0.7197388247112002,0.543375394,0.37324766355140193,0.049903841
0.9617398308497787,0.20793571069814143,0.2602523659305995,0.31074766355140193,0.022673927
0.9742247281514298,0.21044701155198386,0.3753943217665614,0.46378504672897203,0.027344774125142378
0.8650825614176401,0.26770467101958784,0.37302839116719255,0.3954439252336449,0.021908213036338574
0.8787756745871931,0.27674535409342016,0.42902208201892744,0.4293224299065421,0.028434441070970266
0.9613370922271447,0.6559517830236063,0.7870662460567823,0.37967289719626174,0.041607640702924976
0.9617398308497787,0.6574585635359114,0.7610410094637228,0.34053738317757015,0.037705451749139765
0.9697946033024567,0.733802109,0.777602524,0.47021028037383183,0.058191207
0.9822795006041081,0.6594676042189853,0.8509463722397479,0.36390186915887857,0.094792266
0.9810712847362064,0.780512305,0.8753943217665618,0.5146028037383178,0.1392359907542304
0.9432138542086188,0.7709693621295832,0.8832807570977925,0.2973130841121496,0.16251070685498648
0.3604510672573502,0.38573581115017563,0.8249211356466879,0.45677570093457953,0.009880637
0.3596455900120823,0.38674033149171283,0.8667192429022084,0.3884345794392524,0.010987975
0.9975835682641969,0.6443997990959316,0.7350157728706628,0.431658879,0.034627877
0.9975835682641969,0.6850828729281768,0.7760252365930604,0.43516355140186924,0.046461083486506766
0.9895287958115186,0.7081868407835259,0.812302839,0.3995327102803739,0.046060556745490824
0.9488521949254936,0.4229030637870417,0.8186119873817037,0.37850467289719636,0.051617861
0.9452275473217884,0.6012054244098444,0.8722397476340698,0.5992990654205608,0.083721831
0.8904550946435765,0.6358613761928678,0.8864353312302842,0.32885514,0.079857929
0.388240032,0.6438975389251631,0.8059936908517353,0.8154205607476637,0.022388257341044382
0.21506242448650825,0.5705675539929684,0.8328075709779181,0.25058411214953275,0.020314943093071566
0.3491743858236007,0.6981416373681566,0.8138801261829656,0.6863317757009346,0.022397092126549518
0.9045509464357633,0.6685082872928176,0.22318611987381676,0.39252336448598135,0.009020682
0.9814740233588404,0.6996484178804621,0.49447949526813906,0.7061915887850468,0.013461815640272417
0.9238824,0.4218985434455047,0,0.31191588785046737,0.011544589
0.9222714458316554,0.43847312908086367,0.075709779,0.43049065420560756,0.007235984
0.9464357631896902,0.5349070818684079,0.21293375394321812,0.4153037383177571,0.035208052
0.9955698751510271,0.509794073,0.18769716088328048,0.34521028037383183,0.017472971064816746
0.9947643979057592,0.5047714716223004,0.17981072555205024,0.34462616822429915,0.024429176
0.9206604913411198,0.48618784530386727,0.6482649842271297,0.3539719626168225,0.027294706596475253
0.9226741844542894,0.5444500251130084,0.6616719242902209,0.4380841121495328,0.030908282057013976
0.21949254933548157,0.6167754897036661,0.5630914826498423,0.22780373831775708,0.017685015
0.23157470801449875,0.6137619286790557,0.5575709779179814,0.3674065420560748,0.041251292395358546
0.9991945227547323,0.32446007031642377,0.7160883280757098,0.471962617,0.06701163
0.9991945227547323,0.4023103967855348,0.7365930599369088,0.46320093457943934,0.063053484
0.9037454691904956,0.5600200904068307,0.24526813880126186,0.5075934579439253,0.051700322380331135
0.8908578332662105,0.6911099949773982,0.2657728706624609,0.5064252336448599,0.085907061
0.7664115988723319,0.7287795077850325,0.8075709779179814,0.3592289719626169,0.063595372
0.8501812323801854,0.8744349573078853,0.8627760252365935,0.6892523364485983,0.060974281
0.9033427305678616,0.8895027624309391,0.854100946,0.44567757,0.080641313
0.7692307692307694,0.38824711200401785,0.3974763406940065,0.5449766355140188,0.555274128
0.7813129279097868,0.41486690105474633,0.48186119873817024,0.4684579439252337,0.934778901
0.770438985,0.3299849321948769,0.47160883280757115,0.23539719626168232,1
0.9625453080950466,0.5891511803114011,0.8556782334384865,0.3890186915887851,0.072751526
0.954893274,0.6142641888498241,0.8643533123028395,0.3820093457943926,0.10163656456537556
0.9657672170761178,0.6966348568558516,0.8604100946372242,0.4661214953271029,0.11277473027868673
0.5892066049134113,0.4038171772978403,0.6403785488958995,0,0.010369514959914325
0.7136528393072898,0.4942240080361626,0.7452681388012623,0.7207943925233646,0.020912787529033194
0.7567458719291182,0.9909593169261677,0.9613564668769721,0.38492990654205617,0.075287217
0.7611759967780913,1,0.9660883280757102,0.3779205607476636,0.083418491
0.8405155054369715,0.7438473129080863,0.7113564668769721,0.48247663551401876,0.024664778
0.8485702778896498,0.8277247614264187,0.8288643533123032,0.5537383177570094,0.034442338
0.42287555376560637,0.3340030135610246,0.7247634069400632,0.5216121495327104,0.028808461229014315
0.45992750704792607,0.406830738,0.716876972,0.490070093,0.023993308
0.43052758759565046,0.4088397790055247,0.7302839116719246,0.3271028037383178,0.027226971723254344
0.8578332662102299,0.8789552988448017,0.8059936908517353,0.3738317757009346,0.046131235
0.8590414820781314,0.8859869412355601,0.8272870662460572,0.38317757009345804,0.057334201158190524
0.639548933,0.6293319939728779,0.6261829652996846,0.39077102803738323,0.12153036201605372
0.48570277889649627,0.975891512,0.9164037854889595,0.3866822429906543,0.034383437686811354
0.5094643576318971,0.9673530889000501,0.933753943,0.3948598130841122,0.041036301
0.5183246073298431,0.566047212,0.777602524,0.28271028037383183,0.022535509754394768
0.48570277889649627,0.5590155700652937,0.7570977917981079,0.28679906542056083,0.022444212
0.4675795408779704,0.5750878955298844,0.8154574132492116,0.3931074766355141,0.040547426
0.9979863068868304,0.47463586137619296,0.47082018927444835,0.4579439252336449,0.033364451
0.9983890455094644,0.5534907081868408,0.5070977917981074,0.47663551401869164,0.031064369261759595
0.8973016512283529,0.2184831742842792,0.5354889589905363,0.3808411214953272,0.021590149531629736
0.8993153443415225,0.2626820693119034,0.5220820189274451,0.4018691588785047,0.019896746778100306
0.8634716069271045,0.136112506,0.3682965299684544,0.25000000000000006,0.059534795
0.8630688683044705,0.14716223003515805,0.4100946372239753,0.40070093457943934,0.074607694
0.8574305275875957,0.25213460572576585,0.49447949526813906,0.5338785046728973,0.068332592
0.9991945227547323,0.2958312405826218,0.6159305993690851,0.3668224299065421,0.082956117
0.9995972613773663,0.32847815168257144,0.6545741324921139,0.42464953271028044,0.067850966
0.9995972613773663,0.40783525866398795,0.6324921135646693,0.4334112149532711,0.068201427
0.9113975030205397,0.527373179,0.4353312302839121,0.44859813084112155,0.011297204
0.9202577527184859,0.5891511803114011,0.40536277602523674,0.41997663551401876,0.008578925
0.8441401530406767,0.592164741,0.7641955835962149,0.39661214953271035,0.6072748656012072
0.8441401530406767,0.5781014565544953,0.751577287,0.3317757009345795,0.6336330475909263
0.9387837293596457,0.20793571069814143,0.44164037854889626,0.1682242990654206,0.014357110581442152
0.9452275473217884,0.2722250125565042,0.3832807570977921,0.39836448598130847,0.014954955020348827
0.9991945227547323,0.3008538422903062,0.657728707,0.6723130841121496,0.014377725830959757
0.8864277084172374,0.4183827222501253,0.4353312302839121,0.7651869158878506,0.009000067
0.7829238824003224,0.5198392767453541,0.6545741324921139,0.39252336448598135,0.009244507
0.8014498590414822,0.5851330989452537,0.6805993690851735,0.4795560747663552,0.007509873
0.8465565847764802,0.8086388749372175,0.8257097791798111,0.37850467289719636,0.036229984187145445
0.8513894482480873,0.811652436,0.8485804416403786,0.38492990654205617,0.023047948
0.6028997180829643,0.2958312405826218,0.8028391167192432,0.2879672897196262,0.006205217
0.5585984695932342,0.24208940231039677,0.8588328075709781,0.27219626168224303,0.006900248
0.5291985501409586,0.2405826217980913,0.873028391,0.32359813084112155,0.006331854
0.9081755940394687,0.6524359618282269,0.8446372239747637,0.40128504672897203,0.011052766066563618
0.901731776,0.7945755901557008,0.8935331230283912,0.5496495327102804,0.011889159821514578
0.9371727748691101,0.5258663987945755,0.34779179810725536,0.33469626168224303,0.042249664
0.9351590817559405,0.4977398292315418,0.3911671924290223,0.3539719626168225,0.040397226
0.9339508658880389,0.47764942240080344,0.40772870662460603,0.34462616822429915,0.052681023983353385
