ticker,environment_score,social_score,governance_score,total_score,esg_score_year,Date,High,Low,Open,Close,Volume,Adj Close,esg_momentum,Annual_Return_Close,Annual_Return_High
MTD,981.6,895.8,884.8,2762.2,2020,1/2/2020,809.9899902,796.4699707,805.1699829,805.0599976,150300,805.0599976,15,,
MTD,984.4,885.8,889.8,2760,2021,1/4/2021,1184.530029,1147.52002,1155,1160.869995,172300,1160.869995,-2.2,44.196705644389354,46.240082387625534
NCLH,747.4,780.4,921.4,2449.2,2020,1/2/2020,59.11000061,58.15000153,58.79000092,58.83000183,977700,58.83000183,-1,,
NCLH,749.2,780.6,910.6,2440.4,2021,1/4/2021,25.47999954,23.39999962,25.35000038,23.72999954,23243700,23.72999954,-8.8,-59.66343906,-56.8939278
NCLH,760.4,797.6,909.8,2467.8,2022,1/3/2022,22.45999908,20.84000015,20.97999954,22.18000031,23068500,22.18000031,27.4,-6.531813148,-11.8524353
NDAQ,956.8,852,854,2662.8,2020,1/2/2020,107.9599991,107.1699982,107.2600021,107.8199997,641300,104.4586029,26.2,,
NDAQ,968.2,874,871.8,2714,2021,1/4/2021,133.9299927,130.6999969,133.7299957,132.0099945,1443800,130.0131073,51.2,22.43553595558023,24.05519990412821
NDAQ,963.8,908.8,888.8,2761.4,2022,1/3/2022,210.8699951,200.7200012,210.8699951,202.4600067,1063500,201.8118286,47.4,53.36718061904018,57.44792547875648
NDSN,811,749.8,888,2448.8,2022,1/3/2022,256.1400146,248.5899963,255.1000061,251.0299988,175500,251.0299988,19.6,,
NEM,806.8,818.8,899.2,2524.8,2020,1/2/2020,43.88000107,43.18999863,43.54999924,43.22000122,6287500,40.9446373,27.2,,
NEM,821.8,782.4,901.2,2505.4,2021,1/4/2021,63.40000153,61.65999985,61.90000153,63.15000153,9427500,60.88787079,-19.4,46.11291010509599,44.48495894259557
NEM,844,812.6,898.2,2554.8,2022,1/3/2022,61.75,60.90000153,61.16999817,60.97999954,6493800,60.97999954,49.4,-3.436265934,-2.60252601
NRG,581.4,773,841.8,2196.2,2020,1/2/2020,39.99000168,38.59000015,39.83000183,38.79999924,2581100,35.93130875,-28,,
NRG,654.8,821,889,2364.8,2021,1/4/2021,37.77000046,36.16999817,37.72999954,36.29999924,2887700,34.8237915,168.6,-6.443299095,-5.551390665
NRG,654.8,821,890.8,2366.6,2022,1/3/2022,43.36000061,41.93999863,43.22000122,42.95999908,2216800,42.58315659,1.8,18.347107381371952,14.800106121047163
NTAP,944.6,837,876.2,2657.8,2021,1/4/2021,66.72000122,64.19000244,66.47000122,64.86000061,2319900,63.57567596,38.6,,
NTAP,947.8,856,879,2682.8,2022,1/3/2022,92.83000183,91.61000061,92.05999756,92.38999939,1012800,92.38999939,25,42.44526444817127,39.13369324425802
NTRS,949.2,740,777.8,2467,2019,1/2/2019,84.56999969,81.88999939,81.95999908,84.05000305,881900,78.05478668,20.4,,
NTRS,955.2,753.2,783.4,2491.8,2020,1/2/2020,107.6299973,106.2900009,106.5299988,107.5800018,675700,102.6492004,24.8,27.995238424919975,27.267349762952332
NUE,798.6,715.8,812.2,2326.6,2022,1/3/2022,118.25,112.3899994,114.8899994,113.0400009,2243200,113.0400009,61.6,,
NVDA,957.6,914.8,867.2,2739.6,2020,1/2/2020,59.97750092,59.18000031,59.6875,59.97750092,23753600,59.8443222,8,,
NVDA,952.6,917.2,867.4,2737.2,2021,1/4/2021,136.5249939,129.625,131.0424957,131.1349945,56064000,131.0597229,-2.4,118.64031093078098,127.62701313964651
NVDA,951.2,910.8,878,2740,2022,1/3/2022,307.1099854,297.8500061,298.1499939,301.2099915,39154700,301.2099915,2.8,129.69459269699365,124.94781111284858
NXPI,819.6,860.6,852.6,2532.8,2020,1/2/2020,129.5,127.1900024,128.6100006,128.5399933,2247900,126.1274948,15.2,,
NXPI,842.8,867.8,898.6,2609.2,2021,1/4/2021,165.8399963,158.6199951,160.3300018,162.0399933,2931600,161.1037903,76.4,26.06192760708663,28.061773204633212
NXPI,829.8,857.4,892.2,2579.4,2022,1/3/2022,233.3699951,228.0700073,228.3899994,231.2200012,1519300,231.2200012,-29.8,42.693168822785935,40.71997124134042
ORCL,991.4,792.2,869.2,2652.8,2016,1/4/2016,36.00999832,35.36000061,36.00999832,35.75,18784400,32.46236038,-8.6,,
ORCL,991.6,787.6,862.8,2642,2018,1/2/2018,47.79999924,46.16999817,47.56999969,46.63000107,25380000,43.50794601,-10.8,30.433569426573428,32.74090938641287
ORCL,991.4,780.8,865,2637.2,2020,1/2/2020,53.95999908,53.22999954,53.27000046,53.95000076,13899600,52.01947784,-4.8,15.698047441627484,12.887029158873275
PAYX,997.8,816,863.2,2677,2020,1/2/2020,85.62999725,84.70999908,85.5,85.11000061,1307000,80.74125671,36.6,,
PAYX,993.6,813.6,868,2675.2,2021,1/4/2021,93.51999664,89.23999786,93.20999908,90.36000061,2200600,88.62376404,-1.8,6.168487795056077,9.214060076
PFG,961.2,829,762,2552.2,2020,1/2/2020,55.88999939,55.09999847,55.43000031,55.72999954,1164500,50.56924057,-7.6,,
PFG,957.8,849,783.2,2590,2021,1/4/2021,50,48.06000137,49.65000153,48.31000137,1310800,46.0783577,37.8,-13.31419026,-10.53855691
PGR,958.8,824.4,731.8,2515,2020,1/2/2020,74.34999847,73.26000214,73.91999817,74.33000183,2880700,67.08789063,-21.8,,
PGR,961,800,753.4,2514.4,2021,1/4/2021,98.22000122,95.93000031,97.58000183,97.12999725,2485200,90.80467987,-0.6,30.674014339654974,32.104913572569174
PGR,965.6,832.4,780.8,2578.8,2022,1/3/2022,102.8300018,101.3199997,102.5,102,2088700,101.8116608,64.4,5.013901871597137,4.693545635042495
PHM,843.8,811.6,900.4,2555.8,2016,1/4/2016,17.60000038,16.79000092,17.56999969,17.15999985,9365900,15.72702789,-16.8,,
PHM,848,824.8,900.8,2573.6,2018,1/2/2018,33.66999817,32.90000153,33.45000076,33.36999893,2937900,31.6116333,17.8,94.46386492829721,91.30680365360308
PKG,735.2,958.6,916,2609.8,2020,1/2/2020,112.8899994,110.3600006,112.8899994,110.7200012,860800,103.5154114,2.8,,
PKG,782.4,966.6,919.6,2668.6,2021,1/4/2021,139.4700012,134.8399963,138.4100037,135.75,610500,131.0908813,58.8,22.606573815680207,23.545045567605904
PKG,804.4,972.2,924.6,2701.2,2022,1/3/2022,136.6600037,133.9299927,136.4600067,134.6100006,425800,133.7111053,32.6,-0.839778564,-2.014768392
PNC,963.2,794.4,836,2593.6,2019,1/2/2019,119.1200027,114.8499985,115.1500015,118.8099976,1912000,106.1791077,14,,
PNC,967.2,787.4,836.6,2591.2,2020,1/2/2020,160.3699951,158.8999939,159.75,160.3699951,1881300,147.9021301,-2.4,34.98021912256988,34.628938436046575
PNC,964.6,752.2,829.4,2546.2,2021,1/4/2021,149.7599945,146.0500031,149.6799927,149.1499939,2229500,143.2766876,-45,-6.99632197,-6.61595119
PNR,810.2,689.6,859,2358.8,2020,1/2/2020,46.43000031,45.79999924,46.08000183,46.41999817,791000,44.88043594,-16.4,,
PNR,803.4,704,855,2362.4,2021,1/4/2021,53.34999847,51.13000107,53.06999969,51.52999878,852200,50.74561691,3.6,11.008187874730368,14.90415273270973
PNW,769.2,794.2,876.8,2440.2,2020,1/2/2020,90.25,88.40000153,90.12999725,88.70999908,744100,80.80307007,-18,,
PNW,757,809.6,879.6,2446.2,2022,1/3/2022,70.98000336,69.09999847,70.66000366,69.79000092,615300,68.95259857,6,-21.32792059,-21.35179683
PPG,716.6,824.2,825.4,2366.2,2018,1/2/2018,118,116.8099976,116.9800034,118,935200,109.9559555,-36.8,,
PPG,801.8,829.4,844.8,2476,2021,1/4/2021,145,140.8300018,144.6600037,141.3099976,1223300,138.7762146,109.8,19.754235254237294,22.881355932203395
PPG,813.6,846.2,851.4,2511.2,2022,1/3/2022,172.9100037,169.6100006,172.1000061,170.6000061,827600,169.9372406,35.2,20.727484960342245,19.24827841379311
PSX,627.8,838.4,893.8,2360,2021,1/4/2021,71.29000092,68.55999756,70.61000061,69.87999725,2714200,66.01500702,-32.2,,
PSX,672.2,860,882,2414.2,2022,1/3/2022,75.84999847,72.88999939,72.88999939,75.73999786,3710300,74.93943787,54.2,8.385805438765948,6.396405514312065
PTC,967.2,729,865.6,2561.8,2019,1/2/2019,82.34999847,80.84999847,80.87999725,81.91999817,1134300,81.91999817,42.2,,
PTC,974.8,758,881.8,2614.6,2021,1/4/2021,120.6399994,116.0199966,120.0699997,118.1800003,710600,118.1800003,52.8,44.26269890137622,46.49666258821969
PWR,818.6,670.2,763,2251.8,2020,1/2/2020,41.18999863,40.52000046,41.06999969,41.09000015,1030700,40.77534485,11.2,,
PWR,824.2,662.4,790,2276.6,2021,1/4/2021,71.83000183,67.59999847,70.90000153,68.25,3380800,68.04606628,24.8,66.09880688939349,74.38699737582391
PXD,533.2,745.6,817.6,2096.4,2020,1/2/2020,153.1499939,151.1699982,152.0200043,152.3399963,995700,140.2513275,-23.8,,
PXD,660,803.8,823,2286.8,2021,1/4/2021,116.3700027,111.8199997,115.0199966,113.4800034,1631300,107.1344147,190.4,-25.50872643,-24.01566612
PXD,631.4,820.6,819,2271,2022,1/3/2022,187.2899933,179.8000031,180.6900024,186.8899994,1483600,183.7627563,-15.8,64.68980771990354,60.943532658352325
PYPL,998.2,772,855.8,2626,2020,1/2/2020,111.2099991,109.2750015,109.4700012,110.75,7418800,110.75,18,,
PYPL,995.6,784,871.2,2650.8,2021,1/4/2021,237.996994,227.5350037,237.8000031,231.9199982,8148700,231.9199982,24.8,109.40857625282167,114.00683025452878
QCOM,929.8,876.8,793.8,2600.4,2020,1/2/2020,89.80999756,88.08000183,89.05000305,88.69000244,8413900,84.55809021,-17.6,,
QCOM,872.6,930.2,816.4,2619.2,2021,1/4/2021,155.1499939,147.1399994,153.0099945,148.5,9827000,145.2066956,18.8,67.43713599564086,72.75358881548554
QCOM,891,914.2,843.8,2649,2022,1/3/2022,186.8800049,182.2400055,182.9100037,186.2100067,5990200,185.4364471,29.8,25.393943905723916,20.451184175006265
QRVO,680.8,821.8,855.4,2358,2021,1/4/2021,170.5299988,162.1139984,167.3000031,164.5899963,1249700,164.5899963,84.6,,
QRVO,717.8,827.2,851.8,2396.8,2022,1/3/2022,160.0599976,156.5,156.8699951,159.4299927,1099700,159.4299927,38.8,-3.135065141,-6.139682914
REGN,999.4,694.4,840.4,2534.2,2020,1/2/2020,379,369.2399902,378,373.3500061,512400,373.3500061,31.2,,
REGN,999.8,724.8,849.2,2573.8,2021,1/4/2021,491.7799988,473.5799866,486.8500061,482.8599854,911100,482.8599854,39.6,29.331720238587145,29.75725562005276
RJF,963.8,750.2,736.4,2450.4,2021,1/4/2021,63.74666595,62.02000046,63.74666595,62.6866684,986700,61.72552872,20.2,,
RJF,971.4,775.4,752.2,2499,2022,1/3/2022,102.9899979,100.4000015,100.8300018,102.8600006,1225200,102.5418091,48.6,64.08592644237574,61.56138735283929
RMD,911.6,752,783.8,2447.4,2020,1/2/2020,156.1699982,154.0399933,155.3999939,156.1100006,444200,153.4368134,-4.2,,
RMD,918,750,788.6,2456.6,2021,1/4/2021,214.9900055,208.1699982,213.2400055,212.1799927,468600,210.3222656,9.2,35.91697642,37.66408911951948
RMD,932.8,752.2,786.4,2471.4,2022,1/3/2022,260.0400085,254.4700012,258.519989,259.5100098,375600,259.0578613,14.8,22.30654101629628,20.954463857623384
ROK,878.8,811.6,863.6,2554,2020,1/2/2020,205.6399994,202.6000061,203.8200073,205.6399994,638200,197.858139,-0.4,,
ROK,889.8,809.6,869.4,2568.8,2021,1/4/2021,256.4899902,245.0500031,251.8899994,246.4700012,887000,241.7809906,14.8,19.855087492282884,24.727675038108377
RSG,739.2,861,924.2,2524.4,2020,1/2/2020,89.83999634,88.76999664,89.72000122,89.83000183,1688500,86.48722839,13.4,,
RSG,757.8,872,925.6,2555.4,2021,1/4/2021,96.19999695,93.01999664,96.18000031,93.54000092,1297300,91.8133316,31,4.13002228,7.079252971
SBAC,952.8,844.8,856,2653.6,2020,1/2/2020,242.2700043,237.1799927,241.1499939,238.8699951,555800,235.0348816,17.8,,
SBAC,944.4,859,871.2,2674.6,2021,1/4/2021,284.4500122,274.6900024,283.1000061,275.6300049,868000,272.9177246,21,15.389128209514503,17.410330272570196
SBUX,936.4,739.4,901,2576.8,2020,1/2/2020,89.34999847,88.05000305,88.12000275,89.34999847,6473800,85.68635559,1.8,,
SBUX,942.6,729.4,908.6,2580.6,2021,1/4/2021,107.75,102.1399994,107.6600037,103.0999985,8041500,100.9117508,3.8,15.388920274706752,20.593174980498684
SBUX,877.8,711.8,915.2,2504.8,2022,1/3/2022,117.8000031,114.7799988,116.4700012,116.6800003,5475700,116.0913773,-75.8,13.171679920053547,9.327149048723893
SCHW,955,797,768.2,2520.2,2022,1/3/2022,85.86000061,84.13999939,84.56999969,85.76000214,6739700,85.57853699,22.2,,
SHW,737.6,776,878,2391.6,2020,1/2/2020,195.0399933,189.5800018,195.0166626,190.6166687,1945800,187.0287476,12.6,,
SHW,747.6,778.8,884.2,2410.6,2021,1/4/2021,245.6399994,238.2266693,244.9966736,241.156662,1224900,238.7065887,19,26.513942167115424,25.94340024518449
SJM,779.4,760.6,877.4,2417.4,2020,1/2/2020,104.3899994,101.7699966,104.1299973,102.1399994,713100,95.42331696,88.4,,
SJM,778.6,803,876,2457.6,2021,1/4/2021,116.4899979,115.0599976,115.6699982,115.6299973,1062100,111.4213638,40.2,13.207360465287032,11.591147207152886
SJM,752.8,751.6,876.6,2381,2022,1/3/2022,136.9400024,133.6300049,135.3699951,136.8000031,735200,135.808197,-76.6,18.308402918210565,17.555159128387277
SLB,800.6,860,853.8,2514.4,2020,1/2/2020,40.72000122,40.08000183,40.52000046,40.16999817,9147400,38.03787613,-9.6,,
SLB,818.6,816.4,858.4,2493.4,2021,1/4/2021,22.37999916,21.59000015,22.07999992,21.95000076,8743400,21.50586128,-21,-45.35722738,-45.03929644
SLB,838,816.8,874.6,2529.4,2022,1/3/2022,31.96999931,29.97999954,30.06999969,31.71999931,18781000,31.62154007,36,44.51024242242438,42.85076188537265
SNPS,976.4,757.8,891,2625.2,2020,1/2/2020,142.9299927,139.8399963,140.3099976,142.8699951,1095100,142.8699951,26,,
SNPS,978,818.6,914,2710.6,2021,1/4/2021,263,251.3500061,260,254.6999969,979700,254.6999969,85.4,78.27395928846084,84.00616625792354
SNPS,950.2,856.8,917.6,2724.6,2022,1/3/2022,371.730011,358.6400146,367.1300049,361.1000061,674800,361.1000061,14,41.77464094817975,41.34220950570342
SPG,910.6,904.6,882.6,2697.8,2020,1/2/2020,149.7599945,144.8500061,149.4100037,145.0899963,1849300,127.9584045,13.2,,
SPG,897.6,908.4,896.8,2702.8,2021,1/4/2021,86.23999786,82.05999756,85.66000366,82.80999756,4299400,78.27342224,5,-42.92508121,-42.41452923
SPG,914.4,915.6,879,2709,2022,1/3/2022,162.6000061,158.8699951,160.4799957,160.3000031,2128100,158.2869415,6.2,93.57566456134067,88.54361100977883
SPGI,971.8,878.6,882.6,2733,2020,1/2/2020,277.8999939,273.7200012,274.5700073,277.8399963,1092300,272.8766174,0.6,,
SPGI,968.6,884.6,892.6,2745.8,2021,1/4/2021,336.730011,330.5,331.7099915,333.25,3231000,330.0275574,12.8,19.94313433555139,21.169492044382498
SRE,727.6,794.4,883.6,2405.6,2020,1/2/2020,151.4900055,148.4799957,151.3300018,149.1199951,1262100,138.0318604,-6,,
SRE,711.6,798.4,888,2398,2021,1/4/2021,127.4700012,123.2600021,127.2399979,123.8000031,2022000,118.8302994,-7.6,-16.97960893,-15.85583433
STT,965.6,763,833.6,2562.2,2020,1/2/2020,80.76999664,79.19999695,79.36000061,80.76000214,1942000,75.61388397,-9,,
STT,968.8,751.4,829.6,2549.8,2021,1/4/2021,73.54000092,71.01999664,73.33999634,72.25,1441000,70.02101135,-12.4,-10.53739712,-8.951338394
STT,967.2,766.6,833.2,2567,2022,1/3/2022,94.94000244,93.56999969,93.90000153,94.44999695,1614600,93.86551666,17.2,30.726639377162623,29.099811330271596
STX,968.2,842.4,883.8,2694.4,2020,1/2/2020,60.63999939,59.77000046,59.81000137,60.5,2018200,55.21469879,5.6,,
STX,968.2,924,895.8,2788,2021,1/4/2021,62.65000153,59.83000183,62.29000092,60.08000183,3266200,57.80655289,93.6,-0.694211851,3.3146473618392847
STZ,819.6,813.2,900.6,2533.4,2021,1/4/2021,220.2700043,212.7799988,220,216.7400055,1202600,213.1726379,1.6,,
STZ,801,804.8,892,2497.8,2022,1/3/2022,253.0399933,249.1699982,251.25,252.8200073,979600,252.0113983,-35.6,16.64667384166878,14.877190884042669
SWK,864.4,654.2,822.4,2341,2019,1/2/2019,121,117,117.5999985,120.7300034,981200,113.879776,31.8,,
SWK,857.2,669.2,828.8,2355.2,2020,1/2/2020,168.0200043,165.8200073,167.1600037,168.0200043,1026000,161.6451874,14.2,39.17004851173558,38.85950768595041
SWK,885.6,749,830.6,2465.2,2021,1/4/2021,175.4199982,167.6600037,169.8399963,169.3500061,2230100,165.9341888,110,0.7915734828962906,4.404233847528838
SWKS,708.2,818.2,830.8,2357.2,2020,1/2/2020,122.4000015,119.7099991,122.0100021,121.6699982,2351900,117.9378204,21,,
SWKS,694.8,809.8,832.8,2337.4,2021,1/4/2021,155.6900024,148.0200043,153.3300018,150.7200012,2180200,148.2770386,-19.8,23.876061009097647,27.197712820289468
SWKS,723.6,813.6,836,2373.2,2022,1/3/2022,160.6000061,155.6499939,155.6499939,159.7799988,2224800,159.1240997,35.8,6.011144856599149,3.1537051989922738
SYF,997,747.8,836.8,2581.6,2020,1/2/2020,36.24000168,36.02999878,36.13999939,36.20999908,3568100,34.05503082,15.6,,
SYF,997.4,758.2,858,2613.6,2021,1/4/2021,35.04000092,34.06999969,35,34.13999939,6207600,33.28519058,32,-5.716652147,-3.311260222
SYK,910.8,608.6,759,2278.4,2020,1/2/2020,211,208.2100067,210.9400024,210.4499969,1092600,205.2888184,19.8,,
SYK,902.2,657.8,765.6,2325.6,2021,1/4/2021,245.5299988,236.2299957,245.3399963,239.0200043,1114900,236.0507965,47.2,13.575674897052004,16.364928341232222
SYK,919,709.6,768.6,2397.2,2022,1/3/2022,268.8699951,264.5499878,267.4100037,268.4200134,1169700,267.7366028,71.6,12.300229508447046,9.505965223830714
SYY,948.8,888.4,907,2744.2,2020,1/2/2020,85.12999725,83.98000336,85.05999756,84.66000366,2121900,79.62117767,4,,
SYY,952.8,899.4,910.4,2762.6,2021,1/4/2021,74.37999725,70.75,74.13999939,72.30999756,2497300,69.82068634,18.4,-14.58776939,-12.62774621
SYY,946.8,903.8,906.8,2757.4,2022,1/3/2022,78.98999786,78.08999634,78.27999878,78.94999695,1951100,78.04282379,-5.2,9.182685125235125,6.197903711269626
TFX,907.2,670.6,842.4,2420.2,2020,1/2/2020,379.6700134,373.480011,376.769989,378.4899902,262900,375.2789917,47.2,,
TFX,906,671.6,842.2,2419.8,2021,1/4/2021,412.4200134,397.7600098,411.1000061,403.1300049,228000,401.2546997,-0.4,6.510083578955372,8.625911671748575
TFX,903.8,672.2,839,2415,2022,1/3/2022,337.8900146,328.019989,328.480011,334.730011,403500,334.3988342,-4.8,-16.96722969,-18.07138266
TGT,961,834,896.8,2691.8,2020,1/2/2020,128.8999939,125.2600021,128.7400055,126.0699997,5149800,121.371727,22.4,,
TGT,960.2,847.4,893.2,2700.8,2021,1/4/2021,178.0899963,174.1199951,176.5099945,177.6300049,3463100,174.4677887,9,40.89791807939538,38.161369067372775
TGT,957.4,848.4,898.8,2704.6,2022,1/3/2022,232.2799988,228.7599945,231.0700073,231.9499969,3018000,230.9491119,3.8,30.580414626785846,30.428437096890427
TJX,958.4,852.8,890.2,2701.4,2020,1/2/2020,61.70000076,61.06000137,61.33000183,61.70000076,5190200,60.34818649,8.8,,
TJX,959.4,856.2,892.2,2707.8,2021,1/4/2021,68.40000153,66.5,68.30000305,66.80999756,6330500,65.58773804,6.4,8.282004436072544,10.858996251979946
TJX,961.2,853,893.4,2707.6,2022,1/3/2022,76.58999634,75.48999786,75.83000183,75.55000305,4814900,75.27114105,-0.2,13.081882666064871,11.973676354974794
TMUS,914.6,712.8,845.6,2473,2021,1/4/2021,134.9799957,130.4600067,134.3000031,132.4299927,3433100,132.4299927,-7.2,,
TMUS,930.2,732.4,850.6,2513.2,2022,1/3/2022,116.0899963,114.1500015,115.7600021,114.4300003,6673700,114.4300003,40.2,-13.5920814,-13.99466588
TPR,966.4,862,882.8,2711.2,2020,1/2/2020,27.31999969,26.57999992,27.15999985,26.93000031,3823600,26.06419563,-4.4,,
TPR,976.8,850.8,899,2726.6,2021,1/4/2021,33.13000107,31.62000084,32.04000092,32.70999908,10472700,32.10437012,15.4,21.463047543500014,21.26647674204274
TRMB,960.2,906.4,894.6,2761.2,2019,1/2/2019,32.68000031,32.00999832,32.20999908,32.47000122,852900,32.47000122,9.4,,
TRMB,944.2,915,894.8,2754,2020,1/2/2020,42.25999832,41.29999924,41.77000046,41.93999863,626100,41.93999863,-7.2,29.16537435843065,29.31455911604919
TROW,943,753.2,823.2,2519.4,2019,1/2/2019,92.41999817,90.22000122,90.22000122,91.83999634,1180500,82.72821045,7.6,,
TROW,940.8,765.6,827.2,2533.6,2020,1/2/2020,125.1699982,122.25,122.3499985,125.1600037,1399600,115.846756,14.2,36.28049726466267,35.43605353655028
TROW,957.2,764.8,872.8,2594.8,2021,1/4/2021,152.5299988,145.8200073,152.2599945,147.6900024,1449800,140.9459839,61.2,18.00095720195316,21.858273542741014
TRV,969,816.8,758.2,2544,2020,1/2/2020,137.7400055,136.1399994,137.5200043,137.5099945,1117300,130.193924,15.4,,
TRV,971.2,826,779.6,2576.8,2021,1/4/2021,140.6600037,134.3200073,140.6300049,135.6499939,1559700,131.9554749,32.8,-1.35262939,2.1199347200548946
TRV,978.4,836,789.4,2603.8,2022,1/3/2022,157.2400055,154.9299927,156.9199982,155.75,1103400,154.9363403,27,14.817550316159656,11.78728946670715
TSLA,944.6,653.2,777.6,2375.4,2020,1/2/2020,86.13999939,84.34200287,84.90000153,86.05200195,47660500,86.05200195,-8.6,,
TSLA,942.6,653.8,782.8,2379.2,2021,1/4/2021,744.4899902,717.1900024,719.460022,729.7700195,48638200,729.7700195,3.8,748.0569922406087,764.2790753100794
TSN,714.4,715,734.4,2163.8,2019,1/2/2019,53.93000031,52.81999969,53.04000092,53.34999847,2122600,49.52409744,28.2,,
TSN,694,689,740.8,2123.8,2020,1/2/2020,91.61000061,89.79000092,91.08000183,89.97000122,2672200,85.19418335,-40,68.64105679514184,69.86834801299486
TSN,746.8,730.6,799.4,2276.8,2021,1/4/2021,64.65000153,62.65999985,64.55000305,63.5,2177400,61.72017288,153,-29.42091904,-29.42910043
TXN,868.2,895.6,873.4,2637.2,2020,1/2/2020,129.6100006,127.7699966,129.1300049,129.5700073,4614000,122.1645432,17.6,,
TXN,860.6,892.4,884,2637,2021,1/4/2021,167.8399963,160.7599945,164.6000061,162.2200012,4659900,157.4490204,-0.2,25.198728147327998,29.496177396051948
TXN,823.8,899.4,873.6,2596.8,2022,1/3/2022,190.6199951,187.4600067,188.8200073,190.6000061,3781500,189.3461304,-40.2,17.49476309336877,13.572449536570929
TXT,788,607.8,852.8,2248.6,2019,1/2/2019,46.43999863,44.93000031,45.27000046,46.09000015,1684200,45.84623718,-13.6,,
TXT,780.2,600.2,856.2,2236.6,2020,1/2/2020,45.5,44.61000061,45.04999924,45.47999954,1570200,45.31364822,-12,-1.323498824,-2.02411425
TXT,804,635,853.2,2292.2,2021,1/4/2021,48.47000122,46.09999847,48.15999985,46.38000107,975200,46.31040192,55.6,1.9788952047117725,6.527475209
UDR,904.8,888.6,883.2,2676.6,2020,1/2/2020,46.86000061,45.75999832,46.72000122,46.11999893,1544300,42.48610687,50.8,,
UDR,924.6,915.4,896.6,2736.6,2021,1/4/2021,38.66999817,36.84000015,38.43000031,36.84999847,2152100,35.25445175,60,-20.09974127,-17.47759781
UDR,936,923.4,894.4,2753.8,2022,1/3/2022,60.16999817,58.79000092,60.04000092,59.90000153,1340700,59.15024185,17.2,62.55089285489459,55.598657919460656
UHS,931,612.2,825.6,2368.8,2022,1/3/2022,132.1499939,129.6999969,130.1499939,132.0200043,569400,131.837677,58.2,,
UNH,999.4,702,881,2582.4,2020,1/2/2020,295.7000122,289.7900085,293.980011,292.5,2543400,282.9369507,5.2,,
UNH,999.4,696.8,884.2,2580.4,2021,1/4/2021,352.0799866,340.3800049,351.4500122,349.5,4203800,343.6371765,-2,19.487179487179485,19.06661213184757
UNH,999.4,768.2,882.2,2649.8,2022,1/3/2022,502.8999939,493.0499878,500,502.2799988,3033600,500.7980347,69.4,43.71387662374821,42.83685896391136
UPS,888,813,882.2,2583.2,2021,1/4/2021,168.5399933,161.8800049,168.3999939,163.8000031,4304000,159.1929932,4.4,,
UPS,901.6,811,892.8,2605.4,2022,1/3/2022,215.6499939,210.8699951,214.6499939,213.5,2319600,211.9598694,22.2,30.34187787509266,27.95182299
VLO,561.4,802,891.8,2255.2,2020,1/2/2020,95.23999786,94.26000214,94.62999725,95.12999725,2130500,83.63231659,-79,,
VMC,607.8,903,823.4,2334.2,2020,1/2/2020,145.7100067,142.0200043,145,142.7200012,843400,139.7183075,-10.2,,
VMC,696.4,896.6,828.2,2421.2,2021,1/4/2021,151,145.5800018,149.0299988,146.5299988,766600,145.0429535,87,2.6695610762088373,3.6304941711323035
VMC,687.8,908.8,820.4,2417,2022,1/3/2022,209.9100037,206.8600006,208.3999939,207.8999939,614700,207.4467468,-4.2,41.88220542045076,39.013247483443706
VRSK,997.8,708.4,865.2,2571.4,2020,1/2/2020,151.1300049,148.8999939,149.2799988,151.1199951,845100,149.0083923,8.2,,
VRSK,997.8,706.2,870.8,2574.8,2021,1/4/2021,209.6699982,202.0899963,207.6000061,202.8800049,733400,201.3140564,3.4,34.25093401157737,38.73485833520278
VRTX,996.8,639.2,843,2479,2019,1/2/2019,165.1399994,160.9499969,161.2100067,164.0800018,1465400,164.0800018,2,,
VRTX,997,655.6,850,2502.6,2021,1/4/2021,238.0800018,226.2700043,237.9100037,229.4299927,2117700,229.4299927,23.6,39.828126635235094,44.16858584535033
VRTX,989.6,682.4,851.8,2523.8,2022,1/3/2022,222.5899963,214.6600037,218.3800049,222.5299988,1382100,222.5299988,21.2,-3.007450691,-6.506218659
VTR,904,911,908.6,2723.6,2020,1/2/2020,58,56.18999863,58,56.38999939,2224500,51.01321793,12.8,,
VTR,932,919.4,905.8,2757.2,2021,1/4/2021,49.20000076,46.81999969,48.97999954,46.88000107,2098000,45.0390358,33.6,-16.86468952,-15.17241248
VTR,945,914.4,892.4,2751.8,2022,1/3/2022,52.04999924,50.90999985,51.34000015,51.93000031,2270800,51.55807114,-5.4,10.772182433314082,5.792679748
VZ,965.8,796,877.2,2639,2021,1/4/2021,59.15000153,58.43999863,58.95999908,58.84999847,19129800,54.95890045,32.4,,
VZ,936.8,819.2,887.4,2643.4,2022,1/3/2022,52.56000137,51.97999954,52.06999969,52.43999863,18240100,51.19236755,4.4,-10.89209857,-11.14116651
WBA,952.4,788.2,909.8,2650.4,2020,1/2/2020,59.59000015,58.70000076,59.27999878,59.08000183,5700500,53.95550156,-6.2,,
WBA,962.2,779.2,906.6,2648,2021,1/4/2021,41.56000137,39.93999863,40.16999817,41.40000153,9101800,39.47895432,-2.4,-29.92552429,-30.25675237
WBA,958,769.6,905.4,2633,2022,1/3/2022,53.18000031,52.25999832,52.25999832,53.06000137,7643300,52.5302887,-15,28.16424978040335,27.95957304368104
WDC,939.8,845,852.2,2637,2019,1/2/2019,38.86999893,36.02000046,36.15000153,38.25999832,6385200,36.31246948,27.2,,
