ticker,environment_score,social_score,governance_score,total_score,esg_score_year,Date,High,Low,Open,Close,Volume,Adj Close,esg_momentum,Annual_Return_Close,Annual_Return_High
DXCM,876,644.2,787.2,2307.4,2020,1/2/2020,222.6300049,213.6900024,218.5599976,219.3800049,852600,219.3800049,145,,
DXCM,881.4,739.2,835.4,2456,2021,1/4/2021,369.4700012,351.8399963,366.0700073,357.7399902,1019900,357.7399902,148.6,63.068639898640114,65.95696584831725
DXCM,888.6,771.4,834.4,2494.4,2022,1/3/2022,532.789978,513,531.7999878,520.789978,923400,520.789978,38.4,45.57779176682048,44.20385315981101
EBAY,966.2,771.8,845.6,2583.6,2020,1/2/2020,36.5,36.13999939,36.40999985,36.29999924,4979300,35.24544144,-13.6,,
EBAY,973.2,784.2,849.2,2606.6,2021,1/4/2021,51.90000153,50.45000076,50.47999954,51.5,7843500,50.72276688,23,41.87328121,42.19178501369862
EBAY,981.4,813.4,865.8,2660.6,2022,1/3/2022,67.12000275,65.66000366,66.44999695,66.80000305,6685500,66.52433014,54,29.708743786407776,29.32562769040057
ECL,733.6,804,858.8,2396.4,2020,1/2/2020,193.8899994,189.8500061,193.6600037,190.2299957,1590500,186.1977539,40.2,,
ECL,793.4,828,869.2,2490.6,2021,1/4/2021,220.4499969,213.1100006,218,214.3099976,1459900,211.7489471,94.2,12.658362216427266,13.698487586874485
ECL,810.4,831.2,876.6,2518.2,2022,1/3/2022,235.2400055,228.6199951,234.6799927,229.8300018,715000,229.0921021,27.6,7.241847965005999,6.709008304821618
EIX,726.8,755.8,864,2346.6,2020,1/2/2020,75.58000183,74.30999756,74.70999908,74.37999725,2632200,67.24298096,125.4,,
EIX,778.6,768.2,880.6,2427.4,2021,1/4/2021,62.93999863,60.04999924,62.75999832,60.49000168,1628200,57.27614975,80.8,-18.67436957,-16.72400489
EIX,787.2,780.2,882.8,2450.2,2022,1/3/2022,68.33999634,66.55000305,68.33999634,67.51000214,1579400,66.83229065,22.8,11.605224442109808,8.579596167
EMN,752,875.2,848.8,2476,2020,1/2/2020,80.40000153,78.56999969,80.40000153,78.66999817,1187000,73.18756866,30,,
EMN,763.6,891,855.2,2509.8,2022,1/3/2022,122.4800034,119.3799973,121.5,119.6299973,1009700,118.7675552,33.8,52.065590546333176,52.33830978759186
EOG,503.2,748,834.8,2086,2020,1/2/2020,84.61000061,83.54000092,84.31999969,84.13999939,2496400,75.41825104,-19.8,,
EOG,607.4,779.2,835.2,2221.8,2021,1/4/2021,50.95000076,48.59999847,50.75999832,49.86000061,4406500,46.06173706,135.8,-40.74161995,-39.78253115
EQIX,891.6,895.2,890.2,2677,2020,1/2/2020,584.9099731,576.0300293,583.9099731,579.3499756,448500,559.4927368,-20.6,,
EQIX,909.6,890.4,890.2,2690.2,2021,1/4/2021,719.2399902,691.6300049,718.3400269,692.5599976,567100,679.0235596,13.2,19.540869382579107,22.96593036156591
EQR,908.8,895.8,884.8,2689.4,2020,1/2/2020,81.48000336,79.34999847,81.31999969,79.76999664,1797800,73.699646,10.6,,
EQR,911.8,919.6,901.8,2733.2,2021,1/4/2021,60.08000183,57.22000122,59.38000107,57.5,4564500,55.39738083,43.8,-27.91776053,-26.26411469
EQR,941.8,940,897.2,2779,2022,1/3/2022,91.19000244,89.19000244,90.77999878,91.05999756,1430500,90.41400146,45.8,58.365213147826076,51.78095815980104
ETN,899.6,868.2,887.4,2655.2,2020,1/2/2020,95.87999725,94.23999786,95.23999786,95.87000275,2380800,91.39164734,9.8,,
ETN,900,871,886.4,2657.4,2021,1/4/2021,121.5800018,117.8700027,120.3000031,118.75,1947800,115.807869,2.2,23.865647849895353,26.80434427108831
ETN,896,865.6,886.2,2647.8,2022,1/3/2022,173.3899994,167.9199982,173.3899994,168.6600037,1307200,167.743866,-9.6,42.0294768,42.613914157714696
EXPD,919.8,802,899.4,2621.2,2020,1/2/2020,78.73000336,77.62000275,78.62000275,78.34999847,1062400,76.64560699,-10.6,,
EXPD,919,815.4,903.2,2637.6,2021,1/4/2021,95.90000153,91.68000031,95.37000275,92.30999756,1310200,91.46147156,16.4,17.817484827833454,21.808710068877613
EXPD,923.4,853.8,900.8,2678,2022,1/3/2022,134.9600067,129.4700012,134.3600006,130.7899933,1043400,130.7899933,40.4,41.68562101303124,40.729931748521444
FCX,586.2,751.6,865,2202.8,2020,1/2/2020,13.44999981,13.13000011,13.35000038,13.19999981,22771700,12.98290539,-11.2,,
FCX,636.6,762.8,889.4,2288.8,2021,1/4/2021,27.76000023,26.46999931,27.23999977,27.13999939,31398600,26.79265404,86,105.60605894432965,106.39405667025063
FCX,655.8,794.4,892.6,2342.8,2022,1/3/2022,42.04999924,41.29000092,41.47999954,41.47999954,12658000,41.21299744,54,52.83714249191809,51.47694125
FDX,896.4,799.8,880,2576.2,2021,1/4/2021,260.5,250.8999939,260.3999939,253.1900024,3797100,249.5815277,1.6,,
FDX,894.2,813.6,883.2,2591,2022,1/3/2022,261.6900024,256.9599915,259.7999878,258.5499878,1752400,257.6737976,14.8,2.1169814562946643,0.45681474088292706
FFIV,974.8,750.2,890.6,2615.6,2022,1/3/2022,244.8200073,240.1799927,244.7400055,242.75,324100,242.75,-16,,
FIS,974.6,777.2,885.4,2637.2,2022,1/3/2022,114.3799973,109.0299988,109.3499985,113.8799973,4647600,113.2980957,7.6,,
FITB,955.6,740.4,779.6,2475.6,2020,1/2/2020,31.02000046,30.55999947,30.95000076,31.02000046,4618500,28.4171257,7.6,,
FITB,959.6,755.6,795.6,2510.8,2021,1/4/2021,27.95999908,26.82999992,27.76000023,27.22999954,4980400,26.3044014,35.2,-12.2179267,-9.864607784
FITB,972.2,836,817,2625.2,2022,1/3/2022,44.74000168,43.99000168,43.99000168,44.66999817,4020900,44.37955475,114.4,64.04700302833717,60.01431742536381
FMC,633.2,741,860.6,2234.8,2020,1/2/2020,101.4000015,99.44999695,100.3700027,99.87999725,1023100,95.8269043,-45.6,,
FMC,642.8,729.2,853.8,2225.8,2021,1/4/2021,116.3499985,112.4800034,115.7099991,113.1200027,585800,110.583046,-9,13.255912910029632,14.74358656690946
FMC,659.4,788.6,852.2,2300.2,2022,1/3/2022,111.5800018,110.0500031,110.5599976,110.1500015,674600,109.703331,74.4,-2.625531408,-4.0996964
FRT,925.6,902,861.2,2688.8,2020,1/2/2020,129.8399963,124.7399979,129.5200043,125.2799988,417000,114.2132416,29.2,,
FRT,955.2,911.2,878.4,2744.8,2021,1/4/2021,86.25,81.98999786,85.15000153,82.26999664,929200,78.65641022,56,-34.33110039,-33.57208683
FTNT,975.4,756.2,885,2616.6,2022,1/3/2022,362.1199951,332.4400024,362.1199951,333.1199951,1903000,333.1199951,38,,
FTV,799.8,708,860.8,2368.6,2020,1/2/2020,64.90376282,64.03347015,64.43514252,64.89539337,1939007,64.31382751,17.4,,
FTV,689.6,716.8,887.4,2293.8,2021,1/4/2021,71.18000031,68.66000366,71,68.80999756,2233000,68.46911621,-74.8,6.032175762740133,9.670067215
GLW,854,895.2,862.6,2611.8,2022,1/3/2022,37.59999847,36.93999863,37.40000153,37.18999863,3179900,36.94212723,11.8,,
GPC,925.8,897.2,922,2745,2021,1/4/2021,101.0800018,97.27999878,101.0800018,98.44000244,910400,95.15145874,15.2,,
GPC,927.8,895.6,924.4,2747.8,2022,1/3/2022,141.1000061,136.5899963,140.7599945,137.9299927,417800,136.9417725,2.8,40.11579569400101,39.59240560678343
GPN,996.4,729.6,842.6,2568.6,2020,1/2/2020,186.6699982,183.6100006,183.9499969,185.6699982,1816400,183.5167389,4.4,,
GPN,992.4,780.8,853.8,2627,2021,1/4/2021,215.5099945,204.0399933,215.0800018,207.2200012,2141400,205.7078857,58.4,11.606615613141091,15.449722278938772
GPN,973.8,781.6,861,2616.4,2022,1/3/2022,142.1199951,135.5899963,135.7299957,141.6999969,3071000,141.4234619,-10.6,-31.61857153,-34.05410481
GRMN,889.6,806.8,886.4,2582.8,2020,1/2/2020,98.47000122,97.37999725,97.62000275,98.33999634,828000,93.51973724,-15.8,,
GRMN,882.6,823.2,904.2,2610,2021,1/4/2021,120.6500015,117.8700027,119.7900009,118.8000031,785000,115.9300842,27.2,20.805376775957683,22.52462679516558
GWW,972.2,895,872.4,2739.6,2020,1/2/2020,344.7099915,337.2099915,339.75,344.7099915,376700,332.380188,19.8,,
GWW,935.8,888.6,879,2703.4,2021,1/4/2021,411.4899902,391.1700134,410.4400024,393.7200012,432700,386.6342468,-36.2,14.217751416700676,19.372806227463247
GWW,931.8,890.4,885.6,2707.8,2022,1/3/2022,521.3900146,504.4200134,517.5100098,510.2000122,203700,508.4545288,4.4,29.584478981252225,26.70782449570264
HBAN,950.4,771.4,824,2545.8,2020,1/2/2020,15.15999985,14.85000038,15.11999989,14.98999977,9975100,13.42858505,41.2,,
HBAN,959,773.8,843,2575.8,2021,1/4/2021,12.81999969,12.42000008,12.75,12.56000042,13977800,11.94811153,30,-16.21080312,-15.43535741
HBAN,960.8,789.2,844.2,2594.2,2022,1/3/2022,15.97999954,15.48999977,15.5,15.80000019,10812500,15.64128399,18.4,25.796175650127886,24.648985385427878
HIG,970.4,828.4,789.8,2588.6,2020,1/2/2020,61.00999832,60.22999954,60.95999908,60.95000076,1612000,57.51569366,7.8,,
HIG,967,851.6,808,2626.6,2021,1/4/2021,49.81000137,48.02000046,49.63000107,48.29000092,2963900,46.93664932,38,-20.77112335,-18.35764179
HIG,970,875.6,828.4,2674,2022,1/3/2022,70.11000061,69.18000031,69.30000305,69.51000214,1048300,69.13169861,47.4,43.94284699881095,40.754865853560204
HLT,835.6,835.2,922.6,2593.4,2020,1/2/2020,111.6200027,110.4599991,111.1500015,111.4499969,2014600,111.2792358,16.6,,
HLT,839.2,837.4,927.8,2604.4,2021,1/4/2021,111.3099976,106.0100021,110.9700012,107.4599991,2759300,107.4599991,11,-3.580078879,-0.277732568
HOLX,908.4,653.6,767.8,2329.8,2020,1/2/2020,52.31000137,51.38999939,52.09999847,52.06999969,1644100,52.06999969,36.8,,
HOLX,911,714.4,764.4,2389.8,2021,1/4/2021,74.41000366,71.87000275,73.22000122,73.12000275,1876400,73.12000275,60,40.42635526276492,42.24813938291052
HRL,799.6,775.4,900.4,2475.4,2020,1/2/2020,45.34999847,44.04000092,45.13999939,44.31000137,2405700,42.29795837,35.4,,
HRL,785.4,793.6,899.2,2478.2,2021,1/4/2021,46.74000168,45.75,46.68999863,46.31000137,2593400,45.08922958,2.8,4.513653663197803,3.0650567958001362
HSIC,927,886.4,886.4,2699.8,2020,1/2/2020,67.94000244,66.75,67.19000244,67.12000275,987600,67.12000275,-10.4,,
HSIC,936.2,886.8,887.2,2710.2,2021,1/4/2021,68.59999847,66.22000122,68.20999908,66.48999786,903100,66.48999786,10.4,-0.938624649,0.9714395147142785
HSIC,957.2,888.2,884.8,2730.2,2022,1/3/2022,77.91000366,76.79000092,77.38999939,77.43000031,490300,77.43000031,20,16.453606259749076,13.571436439712791
HST,920.6,897,891.6,2709.2,2020,1/2/2020,18.65999985,18.12999916,18.64999962,18.22999954,8615600,17.90677261,-5.2,,
HST,925.2,885.4,901.8,2712.4,2021,1/4/2021,14.84000015,14.01000023,14.72000027,14.14999962,9386100,14.14999962,3.2,-22.38069129,-20.47159556
HSY,826.6,776.4,881,2484,2020,1/2/2020,147.8099976,143.5399933,147.2299957,143.9600067,821500,137.4774017,2.6,,
HSY,805.6,793.6,894.2,2493.4,2021,1/4/2021,153.4199982,149.5899963,153.0099945,150.8999939,861600,147.2431641,9.4,4.820774435265429,3.795413498
IBM,991.8,800.8,855,2647.6,2020,1/2/2020,129.9426422,128.8432159,129.0630951,129.4646301,3293436,115.2616501,-1.6,,
IBM,991.6,812,851.4,2655,2021,1/4/2021,120.3824081,117.6290665,120.3154907,118.4894867,5417443,111.2859955,7.4,-8.477329593,-7.357272361
IBM,990.6,866.6,847.2,2704.4,2022,1/3/2022,136.2899933,133.6300049,134.0700073,136.0399933,4605900,134.4208221,49.4,14.811868199273736,13.214210822885164
IDXX,891.4,763.6,754,2409,2020,1/2/2020,265.2600098,260.4899902,261.5299988,265.019989,445500,265.019989,116.4,,
IDXX,906,817.8,771,2494.8,2021,1/4/2021,504.6600037,483.1300049,503,491.769989,472300,491.769989,85.8,85.55958396028763,90.25106878360675
IDXX,928,857.6,800.8,2586.4,2022,1/3/2022,656.3099976,625.2800293,655.6599731,631.0100098,418200,631.0100098,91.6,28.31405411361938,30.049933180389267
IEX,786.6,692,846.8,2325.4,2020,1/2/2020,173.3200073,171.1499939,172.8300018,173.3000031,326500,169.1308441,5.8,,
IEX,838,740,881,2459,2022,1/3/2022,236.6499939,228.6900024,236.3200073,230.6900024,289700,230.1410522,133.6,33.11598284674238,36.53933991035554
ILMN,975.6,928,871.6,2775.2,2021,1/4/2021,374.5,361.3900146,370.8399963,367.7600098,970100,367.7600098,37.6,,
ILMN,976.2,925.4,874.2,2775.8,2022,1/3/2022,382.2600098,373.8599854,381.1099854,380.8699951,574700,380.8699951,0.6,3.5648207936283427,2.0720987449933226
INCY,980,671,860.2,2511.2,2022,1/3/2022,74.05999756,72.26000214,73.19999695,73.97000122,1391200,73.97000122,31.4,,
INTC,913.4,897.2,868.6,2679.2,2020,1/2/2020,60.97000122,60.22000122,60.24000168,60.84000015,18056000,58.64454651,16.2,,
INTC,923.2,879.4,870.4,2673,2021,1/4/2021,51.38999939,49.40000153,49.88999939,49.66999817,46102500,49.0681076,-6.2,-18.35963503,-15.71264825
INTU,977.6,783.4,886.6,2647.6,2020,1/2/2020,266.6000061,261.0799866,261.0799866,266.1600037,1124500,263.0436707,1,,
INTU,977.8,800.4,887.6,2665.8,2021,1/4/2021,384.6199951,366.1700134,379.7399902,371.7000122,1839800,370.1407776,18.2,39.65284303909107,44.26856200285736
IPG,999,800,880.8,2679.8,2020,1/2/2020,23.36000061,22.38999939,23.27000046,22.70999908,4513100,20.69067764,1.8,,
IPG,999,806.2,880.4,2685.6,2021,1/4/2021,23.62000084,23.04999924,23.46999931,23.13999939,3177500,22.19868469,5.8,1.8934404553925699,1.113014654155009
IQV,966.6,705.2,842.8,2514.6,2020,1/2/2020,156.7299957,153.5700073,155.2299957,156.4100037,1925900,156.4100037,22.4,,
IQV,970.6,755.4,858.2,2584.2,2021,1/4/2021,179.8099976,174.2799988,178.4400024,176.6000061,1046500,176.6000061,69.6,12.90838305,14.725963461504787
ISRG,900.6,718.4,784.6,2403.6,2021,1/4/2021,275.2799988,262.9599915,275.2799988,266.6666565,1781700,266.6666565,56,,
ISRG,908.6,776.6,799.4,2484.6,2022,1/3/2022,360.5100098,353.1300049,358.6499939,360,1573300,360,81,35.00000515,30.961207269519942
ITW,914.6,822.6,871.2,2608.4,2021,1/4/2021,209.3699951,201.5,209.3699951,203.1300049,1418100,198.9489288,13.2,,
ITW,912.8,817.2,871.4,2601.4,2022,1/3/2022,247.6000061,240.3899994,247.3000031,243.4799957,839700,243.4799957,-7,19.864121413212253,18.259546207535827
IVZ,970.2,710.6,786.4,2467.2,2019,1/2/2019,17.04000092,16.31999969,16.42000008,16.84000015,5222300,14.26651955,4.4,,
IVZ,964,741.4,791.8,2497.2,2021,1/4/2021,17.65999985,16.92000008,17.54000092,16.95000076,4953100,16.33224678,30,0.6532102673407536,3.6384911767950667
JBHT,917.2,887.4,892.6,2697.2,2021,1/4/2021,137.8000031,133.9799957,136.2299957,134.8399963,834000,134.3359833,117.4,,
JBHT,940,879.8,893.6,2713.4,2022,1/3/2022,206.5200043,200.4299927,205,201.8399963,490900,201.8399963,16.2,49.688521090533435,49.86937565605905
JCI,875,905.4,864.8,2645.2,2020,1/2/2020,41.40999985,40.72999954,40.90999985,41.40000153,4201500,39.59725571,15,,
JCI,839.4,949.4,879.6,2668.4,2021,1/4/2021,47.22999954,45.90999985,46.61000061,46.18000031,5389300,45.42604828,23.2,11.545890346250909,14.054575491624899
JCI,897.4,931.4,893.8,2722.6,2022,1/3/2022,81.44999695,78.72000122,81.18000031,79.34999847,3598900,79.34999847,54.2,71.82762654251704,72.45394398324822
JKHY,981.4,809.2,895.4,2686,2022,1/3/2022,171.6000061,166.1199951,167.0700073,171.5,507700,171.5,64,,
JNJ,974.2,576.2,771.2,2321.6,2020,1/2/2020,146.0200043,145.0800018,145.8699951,145.9700012,5777000,137.7292786,29.2,,
JNJ,985.2,602.2,814.2,2401.6,2021,1/4/2021,157.3800049,154.1300049,157.2400055,156.5,11765900,151.6792145,80,7.213810175675994,7.779756379585301
JNJ,985.2,669.4,829.2,2483.8,2022,1/3/2022,171.6000061,169.1000061,170.2100067,171.5399933,6012200,170.4458771,82.2,9.610219361022354,9.035456066
JNPR,992.4,814.6,869.6,2676.6,2021,1/4/2021,22.71999931,22.38999939,22.5,22.61000061,5320500,21.82568932,6.4,,
JNPR,966.8,833,864.6,2664.4,2022,1/3/2022,35.68999863,35.04000092,35.65000153,35.36000061,2834500,35.1436348,-12.2,56.39097592222488,57.08626634636988
JPM,976.8,760.4,819,2556.2,2020,1/2/2020,141.1000061,139.2599945,139.7899933,141.0899963,10803700,132.0193481,17.8,,
JPM,978.6,677.4,785.2,2441.2,2021,1/4/2021,127.8600006,124.7799988,127.5,125.8700027,16819900,122.0549316,-115,-10.78743639,-9.383419509
JPM,977.8,673.6,767,2418.4,2022,1/3/2022,162.6399994,159.5099945,159.8600006,161.6999969,13120900,160.7365112,-22.8,28.46587227410935,27.201625713116083
KHC,761.2,717.6,874.6,2353.4,2020,1/2/2020,32.41999817,31.5,32.29000092,31.61000061,6008700,28.44557762,190.8,,
KHC,742.2,713.4,864.6,2320.2,2021,1/4/2021,34.68000031,33.90999985,34.59000015,34.22999954,5824100,32.49005127,-33.2,8.288512747358666,6.971012546482203
KHC,721,712,865.8,2298.8,2022,1/3/2022,36.16999817,35.64199829,35.84999847,36.13999939,5957600,35.76137161,-21.4,5.579900308698615,4.296418243025113
KLAC,877.4,856,873.4,2606.8,2018,1/2/2018,106.6299973,104.9199982,105.7600021,106.1299973,1689000,97.62930298,12.4,,
KLAC,870.6,862,876.8,2609.4,2020,1/2/2020,182.6999969,180.0200043,180.7799988,182.5700073,1056900,176.7989655,2.6,72.02488640786953,71.34014960722503
KLAC,863.2,865.4,880.8,2609.4,2021,1/4/2021,270.2799988,257.7000122,262.0599976,260.3299866,1252000,256.656311,-4.55E-13,42.59186952445282,47.93650978983677
KMB,842.6,854.4,861.6,2558.6,2020,1/2/2020,137.5700073,135.0099945,137.3999939,135.8300018,1421300,126.3424149,-4.6,,
KMB,837.8,855.6,863.4,2556.8,2021,1/4/2021,134.8999939,132.4900055,134.3500061,133.3999939,1837000,127.7907639,-1.8,-1.789006749,-1.94083976
KMI,815.4,810,915.2,2540.6,2020,1/2/2020,21.25,20.98999977,21.25,21.04000092,10373100,18.11177635,49.6,,
KMI,829,878.8,923.6,2631.4,2021,1/4/2021,13.85999966,13.47999954,13.75,13.56000042,17131700,12.51597977,90.8,-35.55133162,-34.77647219
KMX,997.8,826,916.6,2740.4,2021,1/4/2021,94.37000275,92.12999725,94.30000305,93.30000305,1665400,93.30000305,9,,
KMX,998.4,841.6,920.4,2760.4,2022,1/3/2022,130.5700073,126.9199982,130.0099945,127.0100021,1031500,127.0100021,20,36.130758786722254,38.35965189690533
LDOS,976.2,737,861.2,2574.4,2019,1/2/2019,52.70000076,51.29000092,51.97000122,52.04999924,583900,49.54566574,-0.6,,
LDOS,975.8,749.8,865.8,2591.4,2020,1/2/2020,98.63999939,97.81999969,98.44000244,98.62000275,793600,95.4645462,17,89.47166991351526,87.17267166506204
LH,986.6,846.6,860.8,2694,2021,1/4/2021,205.4299927,200.6799927,203.3099976,204.8800049,789300,204.8800049,52.6,,
LH,989.8,794.8,853.8,2638.4,2022,1/3/2022,313.9899902,296.4899902,313.1000061,298.1799927,971300,298.1799927,-55.6,45.538844967101056,52.845252084750726
LKQ,908.4,891.8,923.8,2724,2021,1/4/2021,35.86000061,34.11000061,35.43999863,34.72000122,2374900,34.38067245,3.4,,
LKQ,918.4,900.6,923.8,2742.8,2022,1/3/2022,60.43000031,58.04999924,60.25999832,58.61000061,1031100,58.29049683,18.8,68.80759951194494,68.51645087018865
LMT,855.6,679,855,2389.6,2020,1/2/2020,399.3699951,390.9500122,392.8599854,399.3699951,1258400,375.3471069,19.4,,
LMT,894.6,683.8,847.4,2425.8,2021,1/4/2021,354.980011,341.0700073,354.980011,344.6400146,1887200,332.227478,36.2,-13.70407922,-11.11500229
LMT,894.6,681.4,853.2,2429.2,2022,1/3/2022,356.5899963,353.0299988,354.6799927,354.3599854,1205700,351.9369507,3.4,2.8203256697517665,0.45354252355354063
LRCX,909.6,883.8,871.2,2664.6,2020,1/2/2020,299.7999878,294.4899902,295.7799988,297.8900146,1506400,289.4791565,-9,,
LRCX,901.2,899,888.8,2689,2021,1/4/2021,491.9599915,473.3200073,478.1499939,478.019989,1768600,472.1886902,24.4,60.468617802404204,64.09606788516354
LRCX,906,917,895.6,2718.6,2022,1/3/2022,731.0599976,711.8300171,721.1300049,725.460022,1060200,723.1398315,29.6,51.76353263336022,48.60151439774143
LUV,774.2,702.2,875.8,2352.2,2022,1/3/2022,44.25999832,42.50999832,43.16999817,44,10571400,44,-18.8,,
LVS,968.2,816.2,836.4,2620.8,2020,1/2/2020,70.94000244,69.79000092,69.87999725,70.80000305,5299600,69.41519928,20.2,,
LVS,963.8,838,826.8,2628.6,2021,1/4/2021,60.29000092,57.31999969,59.79999924,57.95000076,10089600,57.95000076,7.8,-18.14971997,-15.0126884
LVS,972.2,843.4,829.2,2644.8,2022,1/3/2022,39.18000031,37.88999939,38.02000046,38.84999847,6434900,38.84999847,16.2,-32.95945132,-35.014099
LYB,681.2,944,858,2483.2,2020,1/2/2020,95.47000122,93.44999695,95.27999878,93.86000061,2321400,83.99868011,9.8,,
LYB,673,942.4,858,2473.4,2021,1/4/2021,93.26000214,89,92.5,89.29000092,1592000,84.54494476,-9.8,-4.868953399,-2.314862315
LYB,667.2,957.4,879.6,2504.2,2022,1/3/2022,94.69000244,92.83000183,92.94999695,93.16000366,1815900,92.10540009,30.8,4.334194982781292,1.533347916777128
MAA,885,859.6,880.8,2625.4,2020,1/2/2020,132.5,128.7200012,132.3500061,129.6100006,488100,120.8669357,3.4,,
MAA,879.4,857.6,887.8,2624.8,2021,1/4/2021,127.3700027,122.1500015,126.6900024,122.7099991,703000,118.3381729,-0.6,-5.32366443,-3.871696075
MCHP,679.2,811.2,827.2,2317.6,2020,1/2/2020,54.04499817,52.60499954,53.01499939,53.79999924,9717800,52.28205872,25.2,,
MCHP,698.6,813.6,827.2,2339.4,2021,1/4/2021,71.12999725,68.20999908,69.47499847,68.58999634,4297000,67.58777618,21.8,27.490701317712517,31.61254446944133
MDLZ,806.6,784,885.6,2476.2,2020,1/2/2020,55.34999847,54.11000061,55.06000137,54.33000183,7272900,51.69582748,-24,,
MDLZ,849.6,787.6,896.8,2534,2021,1/4/2021,60,57.33000183,58.49000168,57.91999817,9187200,56.37262726,57.8,6.607760388510919,8.401087007292919
MDT,949.8,720.6,816.6,2487,2020,1/2/2020,114.9100037,113.0999985,114.4599991,114.5599976,3917000,108.9008331,4,,
MDT,949.6,722,845.4,2517,2021,1/4/2021,117.7799988,114.4400024,117.1999969,116.0199966,4579200,112.901329,30,1.2744404945762566,2.4976024781034667
MDT,952.6,742.4,847.2,2542.2,2022,1/3/2022,106.3300018,102.7699966,103.1399994,106.0999985,7797800,105.4703598,25.2,-8.55024857,-9.72151224
MGM,955.2,777.8,760.4,2493.4,2020,1/2/2020,33.70000076,33.29000092,33.52000046,33.65999985,3466700,33.38820267,3.8,,
MGM,948.2,753.8,759.8,2461.8,2021,1/4/2021,32.38000107,29.57999992,31.69000053,29.70000076,23558600,29.6890831,-31.6,-11.76470323,-3.916912938
MGM,953.2,739.8,783.4,2476.4,2022,1/3/2022,46.36999893,44.79999924,45.04000092,45.47999954,5187500,45.47637177,14.6,53.131307663979996,43.20567448332084
MHK,888.8,909.2,904.8,2702.8,2019,1/2/2019,119.7699966,114.3600006,114.9400024,118.5999985,1192400,118.5999985,-9.2,,
MHK,887.2,910.2,905.8,2703.2,2020,1/2/2020,137.4499969,134.0399933,136.5500031,134.7899933,585200,134.7899933,0.4,13.65092327551758,14.761627120226528
MHK,891.2,911,911.4,2713.6,2021,1/4/2021,140.8899994,134.0899963,140.7700043,136.1100006,590900,136.1100006,10.4,0.9793065996094308,2.5027301401124857
MKC,787.2,696.8,876.8,2360.8,2019,1/2/2019,69.07499695,67.24500275,68.88999939,67.80999756,3677000,64.62178802,-34.2,,
MKC,819.4,718,894.6,2432,2021,1/4/2021,95.95999908,93.18000031,95.77999878,93.98999786,987600,92.18190002,71.2,38.60787677633417,38.92146698096959
MLM,616.2,906.8,827,2350,2020,1/2/2020,281.8200073,275.5400085,281.7200012,276.6099854,553500,271.7016907,13.8,,
MLM,645,902,824.6,2371.6,2021,1/4/2021,288.8500061,276.3299866,284,277.7999878,703600,275.6218262,21.6,0.43020948729639574,2.4944995450647545
MLM,629,902.8,823.6,2355.4,2022,1/3/2022,445.7399902,437.0499878,441.9500122,439.0100098,324300,438.3157349,-16.2,58.030967991280804,54.315381958373464
MMC,998.2,838.8,784,2621,2020,1/2/2020,112.0500031,111.1200027,111.5899963,112.0500031,2014000,107.7606049,-11.6,,
MMC,997.8,832.8,782.4,2613,2021,1/4/2021,116.8099976,112.6200027,116.4300003,113.5100021,1671400,111.0766754,-8,1.3029888082171759,4.248098499160147
MMM,747.6,728.6,843.2,2319.4,2022,1/3/2022,179.0899963,175.8399963,178.3200073,177.7400055,1930700,176.0383301,19.8,,
MPC,549,810.4,877.8,2237.2,2019,1/2/2019,60.27999878,57.79000092,58.16999817,59.63999939,6608000,51.78025055,-25.8,,
MPC,612.8,830.8,889.2,2332.8,2020,1/2/2020,61.91999817,60.38000107,60.88000107,61.90999985,4497400,55.82985687,95.6,3.8061711656902197,2.7206360703247556
MPC,686.4,858.6,894,2439,2021,1/4/2021,42.22999954,40.29999924,41.72999954,40.75,4174100,38.8719635,106.2,-34.17864626,-31.79909433
MRK,968,696,778.8,2442.8,2019,1/2/2019,72.50954437,71.18320465,71.84160614,72.12786102,15120125,65.09053802,13.4,,
MRK,967.4,709.6,778.6,2455.6,2020,1/2/2020,87.91984558,86.23091888,86.90839386,87.82442474,8251428,81.41466522,12.8,21.76213670837621,21.252790020807023
MRK,982.4,774.4,789.6,2546.4,2021,1/4/2021,78.33015442,76.22137451,78.24427795,77.25190735,10502637,73.8875885,90.8,-12.03824269,-10.9073112
MSCI,991.8,711,885.2,2588,2021,1/4/2021,455.0299988,433.4100037,450.7600098,437.6400146,408600,433.87146,-7.2,,
MSCI,967.8,891.8,892.2,2751.8,2022,1/3/2022,617.1300049,589,614.3300171,595.5800171,297500,594.4405518,163.8,36.08902230851905,35.62402622409255
MSFT,990.8,808.6,897.2,2696.6,2020,1/2/2020,160.7299957,158.3300018,158.7799988,160.6199951,22622100,157.2898865,4.4,,
MSFT,990.8,817.8,903,2711.6,2021,1/4/2021,223,214.8099976,222.5299988,217.6900024,37130100,215.434967,15,35.53107274375704,38.74199338387714
MSFT,983.6,836.6,898,2718.2,2022,1/3/2022,338,329.7799988,335.3500061,334.75,28865100,334.0592651,6.6,53.77371322037341,51.56950672645739
MSI,972,829,890.4,2691.4,2019,1/2/2019,115.8799973,113.6299973,113.9000015,114.7799988,1078600,109.2975845,8.6,,
MTB,959.2,733.8,761.2,2454.2,2021,1/4/2021,129.5899963,125.4499969,128.6300049,126.8199997,936400,122.26194,7.4,,
MTB,956,744.6,776.2,2476.8,2022,1/3/2022,158.6399994,155.2400055,155.7700043,158.25,1049800,157.1615601,22.6,24.783157525902432,22.41685618444609
